Column2,name,upjong,address_x,category,평점_건수,평점_합계,평점_평균,평점_표준편차,Latitude,Longitude,상태
2097,꽃치다,한식,"제주특별자치도 제주시 동문로4길 9, 동문공설시장, 동문공영주차장 지하 1층 A-6호 (일도일동)",제주시,32,149,4.65625,0.653001754,33.51209,126.5282,정좌표
2098,송촌초밥,일식,제주특별자치도 제주시 태성로4길 1 (일도이동),제주시,28,118,4.214285714,0.821342301,33.4992,126.5458,인근좌표
2099,톳띠아모,경양식,"제주특별자치도 제주시 동문로4길 9, 동문공설시장, 동문공영주차장 지하1층 B-4호 (일도일동)",제주시,27,133,4.925925926,0.266880256,33.51209,126.5282,정좌표
2100,제주솥밥모락모락,한식,"제주특별자치도 제주시 동문로4길 9, 동문공설시장, 동문공영주차장 지하1층 A-4호 (일도일동)",제주시,86,410,4.76744186,0.470904477,33.51209,126.5282,정좌표
2101,제주포,한식,"제주특별자치도 제주시 동문로4길 9, 동문공설시장, 동문공영주차장 지하1층 A-8호 (일도일동)",제주시,32,151,4.71875,0.581120997,33.51209,126.5282,정좌표
2102,까사디동문,경양식,"제주특별자치도 제주시 동문로4길 9, 동문공설시장, 동문공영주차장 지하1층 A-5호 (일도일동)",제주시,81,380,4.691358025,0.846197012,33.51209,126.5282,정좌표
2103,탐라온,한식,"제주특별자치도 제주시 동문로4길 9, 동문공설시장, 동문공영주차장 지하1층 A-1호 (일도일동)",제주시,22,100,4.545454545,0.615457455,33.51209,126.5282,정좌표
2104,판다루,"외국음식전문점(인도,태국등)","제주특별자치도 제주시 동문로4길 9, 동문공설시장, 동문공영주차장 지하1층 B-1호 (일도일동)",제주시,35,170,4.857142857,0.375175029,33.51209,126.5282,정좌표
2105,수타코,경양식,"제주특별자치도 제주시 동문로4길 9, 동문공설시장, 동문공영주차장 지하1층 B-3호 (일도일동)",제주시,28,132,4.714285714,0.584183055,33.51209,126.5282,정좌표
2106,유월,기타,"제주특별자치도 제주시 동문로4길 9, 동문공설시장, 동문공영주차장 지하1층 D-1호 (일도일동)",제주시,40,193.5,4.8375,0.364928866,33.51209,126.5282,정좌표
2107,제주보따리,일식,"제주특별자치도 제주시 동문로4길 9, 동문공설시장, 동문공영주차장 지하1층 A-7호 (일도일동)",제주시,57,265.5,4.657894737,0.824609728,33.51209,126.5282,정좌표
2108,제주노형흑돼지,식육(숯불구이),"제주특별자치도 제주시 월산북길 46, 1층 (도평동)",제주시,2,10,5,0,33.47576,126.4608,정좌표
2109,포102,"외국음식전문점(인도,태국등)","제주특별자치도 제주시 중앙로13길 25-2, 보인빌딩 1층 (일도일동)",제주시,11,51.5,4.681818182,0.783349452,33.51165,126.5272,정좌표
2110,맛쟁이정식,한식,"제주특별자치도 제주시 고산동산2길 6, 1층 (이도이동)",제주시,3,15,5,0,33.49661,126.5312,정좌표
2111,마초면탁해안,일식,"제주특별자치도 제주시 노형로 89, 제주매직월드 2층 (해안동)",제주시,280,1359.5,4.855357143,0.403354946,33.46494,126.4552,정좌표
2112,남가네설악추어탕도련점,한식,"제주특별자치도 제주시 삼봉로 134, 1층 (도련일동)",제주시,10,47,4.7,0.53748385,33.50954,126.5895,정좌표
2113,솜빡매생이갈비탕,한식,"제주특별자치도 제주시 도공로 26, 1층 (도두일동)",제주시,11,50,4.545454545,0.471939904,33.50401,126.4655,정좌표
2114,민이네김치찌개,한식,"제주특별자치도 제주시 남광북1길 38, 1층 (이도이동)",제주시,16,79,4.9375,0.25,33.49626,126.5373,정좌표
2115,와이키키바다,기타,"제주특별자치도 제주시 우도면 우도해안길 744, 1층",제주시,1,4,4,,33.51847,126.9601,정좌표
2116,제주명월집,기타,"제주특별자치도 제주시 수덕7길 14, 103호 (노형동, 대왕아파트)",제주시,2,10,5,0,33.48681,126.4756,정좌표
2117,두찜외도점,한식,"제주특별자치도 제주시 우정로 52, 1층 (외도일동)",제주시,11,51,4.636363636,0.809039835,33.4882,126.4307,정좌표
2118,돈돼지국밥연동점,한식,"제주특별자치도 제주시 연동8길 9, 1층 (연동)",제주시,5,23,4.6,0.547722558,33.49659,126.5013,정좌표
2119,감동까스연동점,경양식,제주특별자치도 제주시 연동4길 22 (연동),제주시,1,5,5,,33.49723,126.5008,정좌표
2120,돗깨비,한식,"제주특별자치도 제주시 도리로 62, 1층 (이호일동)",제주시,9,44.5,4.944444444,0.166666667,33.49878,126.459,정좌표
2121,착한정육식당,한식,"제주특별자치도 제주시 도련3길 43, 1층 (도련일동)",제주시,1,5,5,,33.51065,126.586,정좌표
2122,스시혼,일식,"제주특별자치도 제주시 1100로 3191, 1층 (노형동)",제주시,59,231.5,3.923728814,1.348094311,33.47146,126.4844,정좌표
2123,한데모아정실점,한식,"제주특별자치도 제주시 아연로 182, 1층 (오라이동)",제주시,14,66,4.714285714,0.825420306,33.47002,126.5092,정좌표
2124,똣똣,"외국음식전문점(인도,태국등)","제주특별자치도 제주시 국기로1길 2, 1층 (연동)",제주시,59,256.5,4.347457627,1.103498501,33.4807,126.49,정좌표
2125,푸짐한밥상,한식,"제주특별자치도 제주시 중앙로 60, 지하층 스넥5,7,9,10,11호 (일도일동)",제주시,10,46,4.6,0.567646212,33.51316,126.5246,정좌표
2126,진냉면,한식,제주특별자치도 제주시 탑동로 38 (삼도이동),제주시,45,149.5,3.322222222,1.496797929,33.51798,126.5212,정좌표
2127,태성각,중국식,제주특별자치도 제주시 도남로 86 (도남동),제주시,15,64.5,4.3,0.882366947,33.4929,126.5281,정좌표
2128,명태어장,한식,"제주특별자치도 제주시 조천읍 함대로 16, 1층",제주시,14,66.5,4.75,0.379777263,33.54251,126.6574,정좌표
2129,뿔소라몽땅,한식,"제주특별자치도 제주시 우도면 우도해안길 130-9, 1층",제주시,113,473.5,4.190265487,1.188333512,33.49506,126.9464,정좌표
2130,정원,한식,제주특별자치도 제주시 삼무로 7 (연동),제주시,6,23,3.833333333,0.40824829,33.49029,126.4876,정좌표
2131,해돋이,한식,"제주특별자치도 제주시 동문로14길 10 (일도이동,자양주택 102호)",제주시,1,5,5,,33.51256,126.5331,정좌표
2132,어머니와장독대,한식,제주특별자치도 제주시 아연로 156-9 (오라이동),제주시,94,435.5,4.632978723,0.692414864,33.47152,126.5073,정좌표
2133,다소니,중국식,"제주특별자치도 제주시 고전길 2, 1층 (이도일동)",제주시,1,5,5,,33.50632,126.5259,정좌표
2134,최고의밥상,한식,제주특별자치도 제주시 서광로29길 36 (이도일동),제주시,13,55,4.230769231,1.218184862,33.50331,126.5262,정좌표
2135,돈이랑,한식,"제주특별자치도 제주시 청귤로1길 9, 1층 (이도이동)",제주시,2820,13397.5,4.750886525,0.767661339,33.50013,126.5368,정좌표
2136,감낭집,한식,제주특별자치도 서귀포시 표선면 민속해안로 631-34,표선면,29,115,3.965517241,1.335845335,33.32205,126.8422,정좌표
2137,표선주막,한식,제주특별자치도 서귀포시 표선면 표선관정로 111,표선면,18,89,4.944444444,0.23570226,33.32354,126.8318,정좌표
2138,새가름,한식,제주특별자치도 서귀포시 표선면 녹산로 6,표선면,3,14.5,4.833333333,0.288675135,33.36154,126.7663,정좌표
2139,장수버섯샤브샤브,한식,"제주특별자치도 서귀포시 표선면 표선중앙로 111, 1층",표선면,12,56.5,4.708333333,0.49810246,33.32585,126.8358,정좌표
2140,고향길든솔,한식,제주특별자치도 서귀포시 표선면 성읍이리로 32,표선면,15,73,4.866666667,0.228868854,33.41319,126.7705,정좌표
2141,당케축산정육식당,횟집,"제주특별자치도 서귀포시 표선면 민속해안로 580, 1층",표선면,7,31.5,4.5,0.707106781,33.32518,126.8438,정좌표
2142,표선두루치기,한식,"제주특별자치도 서귀포시 표선면 표선동서로 257, 1층",표선면,13,61.5,4.730769231,0.525015262,33.3267,126.8332,정좌표
2143,바타타식탁,한식,"제주특별자치도 서귀포시 표선면 표선동서로264번길 22, 2층",표선면,307,1475,4.804560261,0.537099496,33.32714,126.8359,정좌표
2144,금데기식당,일식,제주특별자치도 서귀포시 표선면 표선당포로 19-5,표선면,108,463,4.287037037,1.293773196,33.32633,126.8441,정좌표
2145,탐라흑돈정육식당,한식,제주특별자치도 서귀포시 표선면 번영로 2570,표선면,6,27.5,4.583333333,0.49159604,33.40347,126.7804,정좌표
2146,목스키친,한식,"제주특별자치도 서귀포시 표선면 일주동로6455번길 21, 1층",표선면,292,1357,4.647260274,0.852866217,33.30651,126.7837,정좌표
2147,코코티에,경양식,"제주특별자치도 서귀포시 표선면 표선당포로 21-3, 1층",표선면,302,1298.5,4.299668874,0.911590131,33.32646,126.8446,정좌표
2148,새로미김밥,한식,제주특별자치도 서귀포시 표선면 표선동서로 253,표선면,7,30.5,4.357142857,0.852168103,33.32642,126.8328,정좌표
2149,부산회센타,한식,제주특별자치도 서귀포시 표선면 표선중앙로90번길 9-2,표선면,1,5,5,,33.32478,126.8331,정좌표
2150,우림가든,한식,제주특별자치도 서귀포시 표선면 표선관정로 77,표선면,1,5,5,,33.32581,126.8293,정좌표
2151,하노루,한식,제주특별자치도 서귀포시 표선면 민속해안로 537,표선면,15,71.5,4.766666667,0.457737708,33.32401,126.8444,정좌표
2152,표선올레식당,한식,제주특별자치도 서귀포시 표선면 표선관정로104번길 6-11,표선면,3,14.5,4.833333333,0.288675135,33.32423,126.8304,정좌표
2153,셰프스키친,뷔페식,제주특별자치도 서귀포시 표선면 일주동로 6347-17,표선면,9,39,4.333333333,0.829156198,33.30581,126.7917,정좌표
2154,소노캄제주비비큐,한식,제주특별자치도 서귀포시 표선면 일주동로 6347-17,표선면,10,41.5,4.15,0.668746755,33.30581,126.7917,정좌표
2155,수연흥부네,한식,제주특별자치도 서귀포시 표선면 표선동서로 254-13,표선면,3,15,5,0,33.32639,126.8337,정좌표
2156,표선삼다도,한식,제주특별자치도 서귀포시 표선면 표선중앙로96번길 1,표선면,4,17,4.25,0.5,33.3255,126.834,정좌표
2157,토촌,기타,제주특별자치도 서귀포시 표선면 표선중앙로 90,표선면,1,2,2,,33.32563,126.8335,정좌표
2158,토니토니,기타,제주특별자치도 서귀포시 표선면 가시로613번길 47,표선면,20,94,4.7,0.547722558,33.35458,126.7722,정좌표
2159,목장원식당바스메,식육(숯불구이),제주특별자치도 서귀포시 표선면 번영로 2524,표선면,5,19.5,3.9,0.894427191,33.406,126.7766,정좌표
2160,쿡스토리,한식,제주특별자치도 서귀포시 표선면 표선중앙로 34,표선면,17,66,3.882352941,1.363925994,33.32956,126.8302,정좌표
2161,섭지향 요리하는강태공,기타,"제주특별자치도 서귀포시 표선면 표선동서로 195, 1층",표선면,5,24.5,4.9,0.223606798,33.32163,126.8303,정좌표
2162,탐라간장게장,한식,제주특별자치도 서귀포시 표선면 표선당포로 10-4,표선면,109,520,4.770642202,0.520559306,33.32528,126.8437,정좌표
2163,안동본가국밥,한식,제주특별자치도 서귀포시 월드컵로 18-1 (강정동),서귀포시,109,488,4.47706422,0.685110565,33.2483,126.5066,정좌표
2164,흑한우명품관,한식,제주특별자치도 서귀포시 일주동로 8421 (토평동),서귀포시,51,178.5,3.5,1.60623784,33.25715,126.5885,정좌표
2165,짱실장돈까스,한식,제주특별자치도 서귀포시 중정로91번길 51-1 (서귀동),서귀포시,22,109.5,4.977272727,0.106600358,33.25144,126.5619,정좌표
2166,돈몽,횟집,제주특별자치도 서귀포시 동홍중앙로 29-1 (동홍동),서귀포시,20,98,4.9,0.307793506,33.25333,126.5716,정좌표
2167,육값하네식육가든,한식,제주특별자치도 서귀포시 남원읍 남조로 141,서귀포시,13,55,4.230769231,1.466506402,33.29229,126.722,정좌표
2168,우솔해장국,한식,제주특별자치도 서귀포시 동홍남로82번길 1 (동홍동),서귀포시,36,175.5,4.875,0.526104281,33.2567,126.5771,정좌표
2169,발라르,한식,제주특별자치도 서귀포시 칠십리로 39 (서귀동),서귀포시,4,17,4.25,0.645497224,33.24114,126.5616,정좌표
2170,수마포국수,한식,제주특별자치도 서귀포시 성산읍 일출로 258-13,서귀포시,13,46.5,3.576923077,1.426624131,33.46114,126.9344,정좌표
2171,오렌지가든,한식,제주특별자치도 서귀포시 천제연로 292 (대포동),서귀포시,1,5,5,,33.25092,126.4374,정좌표
2172,제주민족,한식,"제주특별자치도 서귀포시 성산읍 고성중앙로46번길 12, 1층",서귀포시,15,72,4.8,0.455129495,33.44753,126.9085,정좌표
2173,하찌,일식,제주특별자치도 서귀포시 호근남로 180 (호근동),서귀포시,42,192.5,4.583333333,0.780217814,33.24524,126.5371,정좌표
2174,제주로운,일식,"제주특별자치도 서귀포시 성산읍 신양로 101, 2층",서귀포시,465,2153.5,4.631182796,0.757146767,33.43675,126.9206,정좌표
2175,강정해녀의집,한식,"제주특별자치도 서귀포시 말질로 270, 1층 (강정동)",서귀포시,14,61,4.357142857,1.027105182,33.2293,126.4759,정좌표
2176,날로먹고회로먹고,한식,제주특별자치도 서귀포시 동홍중앙로52번길 28 (동홍동),서귀포시,10,39.5,3.95,1.363207003,33.25523,126.5751,정좌표
2177,괸당집성산점,한식,제주특별자치도 서귀포시 성산읍 고성오조로 80,서귀포시,137,657,4.795620438,0.467922287,33.45089,126.9147,정좌표
2178,신영음식점,횟집,제주특별자치도 서귀포시 중앙로71번길 4 (서귀동),서귀포시,2,10,5,0,33.25104,126.5608,정좌표
2179,제주명가두루치기,한식,제주특별자치도 서귀포시 태평로 495 (동홍동),서귀포시,624,2921,4.681089744,0.724526589,33.24958,126.571,정좌표
2180,동서네해장국,한식,제주특별자치도 서귀포시 성산읍 고성동서로 11,서귀포시,2,10,5,0,33.44986,126.9083,정좌표
2181,만조이천쌀밥,한식,"제주특별자치도 서귀포시 성산읍 성산중앙로 5, 1층",서귀포시,38,172.5,4.539473684,0.808582167,33.46094,126.9313,정좌표
2182,솔왓동산식당,한식,"제주특별자치도 서귀포시 호근남로 16-4, 1층 (호근동)",서귀포시,5,22,4.4,0.547722558,33.25601,126.5278,정좌표
2183,찰리스,경양식,"제주특별자치도 서귀포시 예래로 454, 1,2층 (하예동)",서귀포시,264,1287,4.875,0.462983382,33.23537,126.3696,정좌표
2184,배터지는생동까스서귀포점,경양식,제주특별자치도 서귀포시 문부로 12 (동홍동),서귀포시,1,5,5,,33.25192,126.5692,정좌표
2185,원두막,한식,제주특별자치도 서귀포시 중정로91번길 30 (서귀동),서귀포시,8,32,4,1.309307341,33.25044,126.564,정좌표
2186,남원골감나무집,중국식,제주특별자치도 서귀포시 남원읍 태위로 707,서귀포시,23,108,4.695652174,0.445664224,33.28002,126.7219,정좌표
2187,대동강초계탕중문점,한식,제주특별자치도 서귀포시 1100로 38 (중문동),서귀포시,6,23,3.833333333,1.329160136,33.25395,126.434,정좌표
2188,천외천,한식,제주특별자치도 서귀포시 문부로 6 (동홍동),서귀포시,9,44,4.888888889,0.333333333,33.25195,126.5685,정좌표
2189,갈비시대,한식,제주특별자치도 서귀포시 남원읍 한신로 189-3,서귀포시,6,28,4.666666667,0.40824829,33.31014,126.7112,정좌표
2190,춘천명동닭갈비중문점,한식,제주특별자치도 서귀포시 중문로 3 (중문동),서귀포시,23,92.5,4.02173913,1.335513698,33.25215,126.4231,정좌표
2191,바다밥상,한식,제주특별자치도 서귀포시 천지연로 16 (서귀동),서귀포시,50,224,4.48,0.807869458,33.24186,126.5646,정좌표
2192,남매네흑돼지,식육(숯불구이),제주특별자치도 서귀포시 중정로61번길 24-1 (서귀동),서귀포시,328,1520.5,4.635670732,0.865959461,33.25004,126.5628,정좌표
2193,견우감자탕,한식,제주특별자치도 서귀포시 중앙로 198-26 (동홍동),서귀포시,1,3,3,,33.26192,126.5618,정좌표
2194,정인이네식당,한식,제주특별자치도 서귀포시 천제연로188번길 12 (중문동),서귀포시,2,10,5,0,33.25083,126.4239,정좌표
2195,밥의정석,한식,제주특별자치도 서귀포시 중앙로 198-26 (동홍동),서귀포시,44,209,4.75,0.476176633,33.26192,126.5618,정좌표
2196,청원나들목맛집,한식,제주특별자치도 서귀포시 서문로29번길 37 (서귀동),서귀포시,10,42,4.2,1.418136492,33.24715,126.56,정좌표
2197,경미네집,한식,제주특별자치도 서귀포시 성산읍 일출로 259,서귀포시,213,856.5,4.021126761,1.161803513,33.46124,126.9335,정좌표
2198,옥돔마을,한식,제주특별자치도 서귀포시 남원읍 남태해안로 509,서귀포시,34,144,4.235294118,1.102581641,33.28757,126.7495,정좌표
2199,이어도해물전문점,한식,제주특별자치도 서귀포시 태평로 485 (동홍동),서귀포시,52,218.5,4.201923077,1.229776065,33.24901,126.5703,정좌표
2200,놀멍쉬멍머그멍,한식,제주특별자치도 서귀포시 천제연로 132 (중문동),서귀포시,8,36,4.5,0.534522484,33.25268,126.4184,정좌표
2201,내담,한식,제주특별자치도 서귀포시 신동로 33 (서호동),서귀포시,26,111,4.269230769,0.751408933,33.25155,126.5126,정좌표
2202,팔팔아나고장어구이,한식,제주특별자치도 서귀포시 태평로 464 (서귀동),서귀포시,2,6,3,1.414213562,33.2474,126.5688,정좌표
2203,왕돌식당,한식,"제주특별자치도 서귀포시 이어도로 668, 1층 (강정동)",서귀포시,11,43.5,3.954545455,1.331438047,33.23374,126.4875,정좌표
2204,하원가흑돼지,식육(숯불구이),"제주특별자치도 서귀포시 이어도로 278, 1층 (하원동)",서귀포시,150,723,4.82,0.406656031,33.2427,126.4488,정좌표
2205,성산갯마을,한식,"제주특별자치도 서귀포시 성산읍 한도로 66, 1층",서귀포시,95,402,4.231578947,1.436252745,33.4676,126.9156,정좌표
2206,바다를본돼지,식육(숯불구이),"제주특별자치도 서귀포시 칠십리로 123, 2층 (서귀동)",서귀포시,511,2337,4.573385519,0.759254075,33.24307,126.5676,정좌표
2207,성산플로우,한식,제주특별자치도 서귀포시 성산읍 일출로 242-1,서귀포시,322,1545.5,4.799689441,0.63841209,33.46051,126.9317,정좌표
2208,노네임,한식,"제주특별자치도 서귀포시 이중섭로 11, 삼일아트리움 1층 102호 (서귀동)",서귀포시,2,9,4.5,0.707106781,33.24708,126.5645,정좌표
2209,오른발왼발서귀포점,한식,"제주특별자치도 서귀포시 이중섭로 11, 삼일아트리움 1층 108호 (서귀동)",서귀포시,3,9.5,3.166666667,0.763762616,33.24708,126.5645,정좌표
2210,고기땡기네,한식,"제주특별자치도 서귀포시 이중섭로 11, 삼일아트리움 1층 106호 (서귀동)",서귀포시,13,59.5,4.576923077,0.786504764,33.24708,126.5645,정좌표
2211,통큰낙지서귀포점,한식,"제주특별자치도 서귀포시 이중섭로 11, 삼일아트리움 1층 104~105호 (서귀동)",서귀포시,23,94,4.086956522,1.284984736,33.24708,126.5645,정좌표
2212,섬사람,한식,"제주특별자치도 서귀포시 김정문화로 52, 민우상가 3호 (법환동)",서귀포시,26,125.5,4.826923077,0.422902062,33.25096,126.5101,정좌표
2213,이디야서귀포동홍점,한식,"제주특별자치도 서귀포시 동홍동로 9, 1층 (동홍동)",서귀포시,25,114.5,4.58,0.640312424,33.25569,126.5747,정좌표
2214,성산짬뽕,중국식,"제주특별자치도 서귀포시 성산읍 성산중앙로25번길 13, 1층",서귀포시,151,703.5,4.658940397,0.625488771,33.46296,126.9316,정좌표
2215,투하포,"외국음식전문점(인도,태국등)","제주특별자치도 서귀포시 이중섭로 11, 2층 206호 (서귀동)",서귀포시,19,75,3.947368421,1.489730931,33.24708,126.5645,정좌표
2216,성산해나,패밀리레스트랑,제주특별자치도 서귀포시 성산읍 성산중앙로 30-1,서귀포시,101,479.5,4.747524752,0.541404481,33.46251,126.9329,정좌표
2217,성산간판없는집,횟집,"제주특별자치도 서귀포시 성산읍 성산중앙로25번길 13, 1층",서귀포시,16,71,4.4375,0.793200269,33.46296,126.9316,정좌표
2218,한라막창,한식,제주특별자치도 서귀포시 태평로 406 (서귀동),서귀포시,5,24.5,4.9,0.223606798,33.2445,126.5636,정좌표
2219,비스트로가가,패밀리레스트랑,제주특별자치도 서귀포시 색달로 128 (색달동),서귀포시,2,7.5,3.75,0.353553391,33.26185,126.4169,정좌표
2220,허니문하우스,경양식,"제주특별자치도 서귀포시 칠십리로 228-13, 1층 (토평동)",서귀포시,797,3528.5,4.427227102,0.820420265,33.24475,126.5789,정좌표
2221,모이세해장국중앙점,한식,"제주특별자치도 서귀포시 일주동로 8642, 1층 (동홍동)",서귀포시,24,72,3,1.732050808,33.2544,126.5651,정좌표
2222,성산촌뚝배기,한식,"제주특별자치도 서귀포시 성산읍 일출로 238-1, 1층",서귀포시,20,89.5,4.475,0.938573946,33.46024,126.9315,정좌표
2223,딱새우701(숨비소리),한식,제주특별자치도 서귀포시 월드컵로 192 (강정동),서귀포시,158,719.5,4.553797468,0.98489458,33.23278,126.5059,정좌표
2224,통통갈치밥상,한식,"제주특별자치도 서귀포시 성산읍 성산등용로 17, 1층",서귀포시,74,328.5,4.439189189,0.94706722,33.46521,126.9325,정좌표
2225,우정곱창서귀포점,한식,제주특별자치도 서귀포시 동홍남로 61 (동홍동),서귀포시,29,130.5,4.5,0.935414347,33.25704,126.5751,정좌표
2226,인정,한식,"제주특별자치도 서귀포시 성산읍 고성동서로 67, 1층",서귀포시,1,5,5,,33.45078,126.9143,정좌표
2227,오로지,경양식,"제주특별자치도 서귀포시 토평남로99번길 14, 1층 (토평동)",서귀포시,3,14,4.666666667,0.577350269,33.26766,126.5879,정좌표
2228,새터우동이랑충무김밥,한식,제주특별자치도 서귀포시 태평로439번길 24 (서귀동),서귀포시,9,42.5,4.722222222,0.666666667,33.24674,126.5647,정좌표
2229,서가앤쿡서귀포시토평점,패밀리레스트랑,"제주특별자치도 서귀포시 검은여로 191, 1층 (토평동)",서귀포시,43,193.5,4.5,0.852168103,33.25811,126.5859,정좌표
2230,채우네소머리국밥,한식,제주특별자치도 서귀포시 중앙로48번길 29 (서귀동),서귀포시,10,40,4,1.312334646,33.24964,126.5647,정좌표
2231,밥통,한식,제주특별자치도 서귀포시 남원읍 태위로 907,서귀포시,97,456.5,4.706185567,0.926329499,33.28548,126.7424,정좌표
2232,불특정식당,"외국음식전문점(인도,태국등)","제주특별자치도 서귀포시 성산읍 삼달로 239, 1층",서귀포시,897,4193,4.674470457,0.704295948,33.37533,126.8446,정좌표
2233,에스지중문,한식,"제주특별자치도 서귀포시 천제연로 200, 3층 (중문동)",서귀포시,1,5,5,,33.25151,126.4261,정좌표
2234,바당회,일식,"제주특별자치도 서귀포시 새왓로 6, 1층 101호 (서호동, 수림빌)",서귀포시,11,42,3.818181818,1.764549904,33.25465,126.521,정좌표
2235,돌돌이숯불갈비법환점,식육(숯불구이),제주특별자치도 서귀포시 이어도로 933 (법환동),서귀포시,25,100.5,4.02,1.131739075,33.23844,126.5139,정좌표
2236,해월일식,일식,제주특별자치도 서귀포시 동홍중앙로 88 (동홍동),서귀포시,10,46.5,4.65,1.106797181,33.25844,126.5723,정좌표
2237,천향각,중국식,"제주특별자치도 서귀포시 이중섭로 11, 삼일아트리움 2층 208호 (서귀동)",서귀포시,5,23,4.6,0.894427191,33.24708,126.5645,정좌표
2238,달달한밤,한식,"제주특별자치도 서귀포시 성산읍 고성동서로 67, 2층",서귀포시,5,25,5,0,33.45078,126.9143,정좌표
2239,북촌삼대갈비동홍올레점,한식,제주특별자치도 서귀포시 동홍북로 68 (동홍동),서귀포시,4,17.5,4.375,0.946484724,33.25864,126.5756,정좌표
2240,한결식당,한식,"제주특별자치도 서귀포시 남원읍 하신로 178-28, 1층",서귀포시,2,9,4.5,0.707106781,33.26926,126.6321,정좌표
2241,봄봄516점,한식,제주특별자치도 서귀포시 516로 202 (토평동),서귀포시,12,53.5,4.458333333,0.655686085,33.27107,126.5857,정좌표
2242,샤오츠,중국식,"제주특별자치도 서귀포시 성산읍 동류암로 20, B동 1층",서귀포시,157,675.5,4.302547771,0.900067593,33.45001,126.9186,정좌표
2243,소원김밥,한식,제주특별자치도 서귀포시 쇠소깍로 160 (하효동),서귀포시,33,160,4.848484848,0.384968515,33.25091,126.6208,정좌표
2244,삼성혈해물탕서귀포점,한식,"제주특별자치도 서귀포시 서호남로32번길 31-1, 1층 (서호동)",서귀포시,67,301,4.492537313,0.951444425,33.24881,126.5142,정좌표
2245,준이순대국밥,한식,제주특별자치도 서귀포시 남원읍 남위남성로 10-2,서귀포시,5,24,4.8,0.447213595,33.28301,126.7079,정좌표
2246,김치찜할래??삼겹살할래??,한식,"제주특별자치도 서귀포시 태평로 487, 1층 (동홍동)",서귀포시,23,115,5,0,33.2491,126.5704,정좌표
2247,서양국수공방,기타,제주특별자치도 서귀포시 태평로371번길 32 (서귀동),서귀포시,15,70,4.666666667,0.449867705,33.24577,126.5639,정좌표
2248,현가네정식,한식,제주특별자치도 서귀포시 중앙로71번길 7 (서귀동),서귀포시,20,91,4.55,0.723660287,33.25072,126.5607,정좌표
2249,영실국수서귀포중문본점,한식,제주특별자치도 서귀포시 일주서로 470 (하원동),서귀포시,410,1734.5,4.230487805,1.414618839,33.25443,126.4584,정좌표
2250,청주본가,한식,"제주특별자치도 서귀포시 홍중로 11, 1층 (서홍동)",서귀포시,8,37,4.625,0.582482373,33.25396,126.5587,정좌표
2251,알맞은시간,경양식,"제주특별자치도 서귀포시 남원읍 신흥앞동산로35번길 2-1, 1,2층",서귀포시,121,573.5,4.739669421,0.438269198,33.30651,126.7691,정좌표
2252,왕성참숯구이,식육(숯불구이),제주특별자치도 서귀포시 성산읍 고성오조로 98-3,서귀포시,120,530.5,4.420833333,1.118965296,33.4524,126.9143,정좌표
2253,미소단밥,한식,제주특별자치도 서귀포시 성산읍 고성동서로45번길 2,서귀포시,17,84,4.941176471,0.166052791,33.45065,126.9124,정좌표
2254,징차이짜장성산점,중국식,제주특별자치도 서귀포시 성산읍 고성오조로 19,서귀포시,22,84.5,3.840909091,1.657496417,33.44575,126.9138,정좌표
2255,아담의갈비,한식,제주특별자치도 서귀포시 김정문화로27번길 9-5 (강정동),서귀포시,24,114,4.75,0.489009647,33.25246,126.5072,정좌표
2256,신양로118,한식,제주특별자치도 서귀포시 성산읍 신양로 118,서귀포시,16,78.5,4.90625,0.271952815,33.43632,126.9222,정좌표
2257,마돈,한식,제주특별자치도 서귀포시 성산읍 섭지코지로 56,서귀포시,125,524.5,4.196,1.175859329,33.43748,126.9218,정좌표
2258,큰집어멍,한식,제주특별자치도 서귀포시 중문관광로 336 (대포동),서귀포시,86,388.5,4.51744186,0.915383797,33.25003,126.4315,정좌표
2259,동그라미가든,한식,제주특별자치도 서귀포시 1100로 217 (회수동),서귀포시,18,86,4.777777778,0.520808823,33.26643,126.4459,정좌표
2260,중문착한고기,한식,제주특별자치도 서귀포시 천제연로188번길 2 (중문동),서귀포시,21,99.5,4.738095238,0.490383718,33.25158,126.4245,정좌표
2261,꽃피는산골,한식,제주특별자치도 서귀포시 동홍중앙로 35 (동홍동),서귀포시,10,47,4.7,0.53748385,33.25379,126.5717,정좌표
2262,제주흑돈세상수라간,한식,제주특별자치도 서귀포시 중산간동로 8051 (서홍동),서귀포시,123,558,4.536585366,0.945591002,33.26399,126.5567,정좌표
2263,메로식당,한식,제주특별자치도 서귀포시 중정로91번길 16 (서귀동),서귀포시,8,33,4.125,1.356202682,33.24966,126.5653,정좌표
2264,태경식당,한식,제주특별자치도 서귀포시 남원읍 남조로 578,서귀포시,4,15.5,3.875,0.62915287,33.32874,126.7128,정좌표
2265,체얌,한식,제주특별자치도 서귀포시 일주동로 8705 (서귀동),서귀포시,9,37,4.111111111,1.293681225,33.25257,126.5585,정좌표
2266,바당아나고장어구이,한식,제주특별자치도 서귀포시 솔동산로22번길 16 (서귀동),서귀포시,7,34.5,4.928571429,0.188982237,33.24376,126.5626,정좌표
2267,순정이네,한식,제주특별자치도 서귀포시 성산읍 고성오조로 87-18,서귀포시,7,31.5,4.5,0.5,33.45144,126.9133,정좌표
