,사업장명,업종구분대분류,업종구분소분류,소재지전체주소,naver_map_url
1795,장흥식당,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선리 863번지 ,https://pcmap.place.naver.com/restaurant/16961114/review/visitor#
1804,위호텔 마레카페,일반음식점,경양식,제주특별자치도 서귀포시 회수동 30번지 ,https://pcmap.place.naver.com/restaurant/37402304/review/visitor#
1805,위호텔 다채,일반음식점,뷔페식,제주특별자치도 서귀포시 회수동 30 ,https://pcmap.place.naver.com/restaurant/37402301/review/visitor#
1806,남경미락,일반음식점,일식,제주특별자치도 서귀포시 안덕면 사계리 2032-3 ,https://pcmap.place.naver.com/restaurant/11541774/review/visitor#
1807,중앙복돼지,일반음식점,한식,제주특별자치도 서귀포시 서귀동 270-31번지 ,https://pcmap.place.naver.com/restaurant/1136477718/review/visitor#
1815,유림향,일반음식점,한식,제주특별자치도 서귀포시 서귀동 294-4번지 ,https://pcmap.place.naver.com/restaurant/32294681/review/visitor#
1816,삼신할망밥상,일반음식점,한식,제주특별자치도 서귀포시 표선면 성읍리 산 372-3외 ,https://pcmap.place.naver.com/restaurant/1156743213/review/visitor#
1817,마니분식손칼국수,일반음식점,분식,제주특별자치도 서귀포시 성산읍 고성리 1194-2번지 ,https://pcmap.place.naver.com/restaurant/36511427/review/visitor#
1818,흑염소마루,일반음식점,기타,제주특별자치도 서귀포시 남원읍 남원리 116-3번지 외 1필지 ,https://pcmap.place.naver.com/restaurant/32587800/review/visitor#
1819,대일추어탕,일반음식점,한식,제주특별자치도 서귀포시 서홍동 442-8 ,https://pcmap.place.naver.com/restaurant/16918162/review/visitor#
1821,대유가든,일반음식점,한식,제주특별자치도 서귀포시 남원읍 위미리 4158-2번지 ,https://pcmap.place.naver.com/restaurant/16946005/review/visitor#
1823,천지연호(好)치킨,일반음식점,통닭(치킨),제주특별자치도 서귀포시 서귀동 648-4 ,https://pcmap.place.naver.com/restaurant/460022718/review/visitor#
1829,파우자,일반음식점,호프/통닭,"제주특별자치도 서귀포시 서귀동 42번지 , 1층 ",https://pcmap.place.naver.com/restaurant/33373844/review/visitor#
1834,장승골,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선리 699 ,https://pcmap.place.naver.com/restaurant/1828785677/review/visitor#
1838,끌리네오,일반음식점,경양식,제주특별자치도 서귀포시 표선면 성읍리 1631-2번지 1층 ,https://pcmap.place.naver.com/restaurant/1790333798/review/visitor#
1841,마라도이모네식당,일반음식점,한식,제주특별자치도 서귀포시 대정읍 가파리 731번지 ,https://pcmap.place.naver.com/restaurant/1931329565/review/visitor#
1843,베이찡,일반음식점,중국식,"제주특별자치도 서귀포시 서귀동 416-2번지 , 2층204,205호 ",https://pcmap.place.naver.com/restaurant/1252315137/review/visitor#
1845,어린왕자감귤밭,일반음식점,기타,제주특별자치도 서귀포시 대정읍 안성리 1701번지 ,https://pcmap.place.naver.com/restaurant/1269576099/review/visitor#
1846,오챠드삼달,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 서귀포시 성산읍 삼달리 12-1 ,https://pcmap.place.naver.com/restaurant/1377075343/review/visitor#
1847,쇠소깍불근돼지,일반음식점,한식,제주특별자치도 서귀포시 하효동 1028-3번지 ,https://pcmap.place.naver.com/restaurant/1844310311/review/visitor#
1848,고래성,일반음식점,한식,"제주특별자치도 서귀포시 안덕면 사계리 2148-1 , 1층 ",https://pcmap.place.naver.com/restaurant/1033050676/review/visitor#
1850,비스트로오대평,일반음식점,호프/통닭,제주특별자치도 서귀포시 안덕면 창천리 913-1번지 ,https://pcmap.place.naver.com/restaurant/1516654286/review/visitor#
1851,카페폴린,일반음식점,기타,제주특별자치도 서귀포시 동홍동 286번지 ,https://pcmap.place.naver.com/restaurant/1191653976/review/visitor#
1853,성산해녀짬뽕,일반음식점,중국식,제주특별자치도 서귀포시 성산읍 성산리 109-2 행운PC방 ,https://pcmap.place.naver.com/restaurant/1160410577/review/visitor#
1854,객주촌,일반음식점,한식,제주특별자치도 서귀포시 보목동 665-1번지 ,https://pcmap.place.naver.com/restaurant/1677555452/review/visitor#
1858,복해루,일반음식점,중국식,제주특별자치도 서귀포시 성산읍 성산리 196-5번지 지하 1층 ,https://pcmap.place.naver.com/restaurant/37691396/review/visitor#
1859,아랑회초밥,일반음식점,일식,"제주특별자치도 서귀포시 서귀동 297-10 , 1층 ",https://pcmap.place.naver.com/restaurant/38665498/review/visitor#
1861,봉순이네흑돼지,일반음식점,한식,제주특별자치도 서귀포시 대정읍 구억리 1010번지 ,https://pcmap.place.naver.com/restaurant/16934117/review/visitor#
1862,괸당포차,일반음식점,호프/통닭,"제주특별자치도 서귀포시 서귀동 726-7 , 2층 ",https://pcmap.place.naver.com/restaurant/1220458383/review/visitor#
1866,고부루키친,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 서홍동 560번지 1층 ,https://pcmap.place.naver.com/restaurant/1335586145/review/visitor#
1867,고서방해물탕,일반음식점,한식,제주특별자치도 서귀포시 대정읍 상모리 87-5번지 ,https://pcmap.place.naver.com/restaurant/1604590740/review/visitor#
1868,여섯번의보름,일반음식점,경양식,제주특별자치도 서귀포시 호근동 1310-1번지 ,https://pcmap.place.naver.com/restaurant/1061101457/review/visitor#
1869,다카포,일반음식점,패밀리레스트랑,"제주특별자치도 서귀포시 표선면 표선리 820-1번지 , 1,2층 ",https://pcmap.place.naver.com/restaurant/1311350191/review/visitor#
1871,지니부엌,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모리 1405-20번지 ,https://pcmap.place.naver.com/restaurant/1208746671/review/visitor#
1874,파스타앤소주,일반음식점,경양식,"제주특별자치도 서귀포시 서귀동 416-2 상일아트리움, 2층 207호",https://pcmap.place.naver.com/restaurant/1310896700/review/visitor#
1876,나경이네,일반음식점,한식,제주특별자치도 서귀포시 회수동 628번지 1층 ,https://pcmap.place.naver.com/restaurant/1830570083/review/visitor#
1878,문어아저씨,일반음식점,한식,"제주특별자치도 서귀포시 성산읍 성산리 132-3번지 , 1층 ",https://pcmap.place.naver.com/restaurant/37293973/review/visitor#
1879,일공구고깃집,일반음식점,한식,제주특별자치도 서귀포시 중문동 1432-2번지 ,https://pcmap.place.naver.com/restaurant/1467887201/review/visitor#
1880,대가원,일반음식점,중국식,제주특별자치도 서귀포시 표선면 표선리 42번지 ,https://pcmap.place.naver.com/restaurant/1156608875/review/visitor#
1882,돈블랙서귀포본점,일반음식점,한식,제주특별자치도 서귀포시 서호동 1553-7 ,https://pcmap.place.naver.com/restaurant/19578951/review/visitor#
1883,노인과바다참치,일반음식점,횟집,제주특별자치도 서귀포시 서귀동 310-15 ,https://pcmap.place.naver.com/restaurant/1891300678/review/visitor#
1887,루브리카,일반음식점,경양식,제주특별자치도 서귀포시 색달동 2101 ,https://pcmap.place.naver.com/restaurant/1829443281/review/visitor#
1888,라운지앤바,일반음식점,경양식,제주특별자치도 서귀포시 색달동 2101 ,https://pcmap.place.naver.com/restaurant/1463263118/review/visitor#
1889,피크포인트,일반음식점,경양식,제주특별자치도 서귀포시 색달동 2101 4층 본관동 ,https://pcmap.place.naver.com/restaurant/1249597930/review/visitor#
1891,잇투오,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 색달동 2101 지2층 본관동 ,https://pcmap.place.naver.com/restaurant/1047964571/review/visitor#
1893,보리타작,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 385-1 ,https://pcmap.place.naver.com/restaurant/1502764883/review/visitor#
1898,인정궁물떡볶이,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 226 몬트마레 지1층 1103호,https://pcmap.place.naver.com/restaurant/1225655528/review/visitor#
1900,카페해오름노을,일반음식점,경양식,제주특별자치도 서귀포시 강정동 4665-1 2층 ,https://pcmap.place.naver.com/restaurant/1453366351/review/visitor#
1901,더드림밥상,일반음식점,한식,제주특별자치도 서귀포시 남원읍 신례리 1640-1 1층 ,https://pcmap.place.naver.com/restaurant/1624256555/review/visitor#
1904,고쿠텐서귀포점,일반음식점,일식,제주특별자치도 서귀포시 법환동 282-1 ,https://pcmap.place.naver.com/restaurant/1226603710/review/visitor#
1905,라스베가스펍,일반음식점,호프/통닭,제주특별자치도 서귀포시 서귀동 417-11 ,https://pcmap.place.naver.com/restaurant/1961558924/review/visitor#
1906,우수미회센타호텔더본점,일반음식점,일식,제주특별자치도 서귀포시 색달동 2138 별관 1층 ,https://pcmap.place.naver.com/restaurant/1230962617/review/visitor#
1909,제주양반갈비법환점,일반음식점,한식,제주특별자치도 서귀포시 법환동 1552-3 ,https://pcmap.place.naver.com/restaurant/1592243122/review/visitor#
1912,웨이브라운지(WAVVVVE LOUNGE),일반음식점,한식,제주특별자치도 서귀포시 색달동 2558 ,https://pcmap.place.naver.com/restaurant/1369840958/review/visitor#
1913,사우쓰캘리(South Calli),일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 서귀포시 강정동 1339 ,https://pcmap.place.naver.com/restaurant/1338037382/review/visitor#
1914,카페봄봄칠십리점,일반음식점,경양식,제주특별자치도 서귀포시 서귀동 8-1 1층 ,https://pcmap.place.naver.com/restaurant/1422965023/review/visitor#
1915,모레기동타잔,일반음식점,한식,제주특별자치도 서귀포시 상효동 1391-1 2동 ,https://pcmap.place.naver.com/restaurant/1922090432/review/visitor#
1917,통달배표선점,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선리 841-1 1층 ,https://pcmap.place.naver.com/restaurant/1471593407/review/visitor#
1918,오규동남원점,일반음식점,일식,제주특별자치도 서귀포시 남원읍 남원리 52-2 ,https://pcmap.place.naver.com/restaurant/1152256694/review/visitor#
1921,수연수산해물포차,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모리 560-6 ,https://pcmap.place.naver.com/restaurant/1122230201/review/visitor#
1927,조선마방본점,일반음식점,한식,제주특별자치도 서귀포시 동홍동 648-12 1층 ,https://pcmap.place.naver.com/restaurant/1151375289/review/visitor#
1928,서귀동순대나이트마켓,일반음식점,한식,제주특별자치도 서귀포시 서귀동 128-6 ,https://pcmap.place.naver.com/restaurant/1526688712/review/visitor#
1930,카페을리,일반음식점,경양식,제주특별자치도 서귀포시 안덕면 상창리 899-1 ,https://pcmap.place.naver.com/restaurant/1642599855/review/visitor#
1932,애월연어신서귀포점,일반음식점,경양식,제주특별자치도 서귀포시 강정동 172-5 ,https://pcmap.place.naver.com/restaurant/1726405098/review/visitor#
1935,쇠소깍작은정원,일반음식점,한식,제주특별자치도 서귀포시 하효동 536 ,https://pcmap.place.naver.com/restaurant/21083883/review/visitor#
1937,갓포차,일반음식점,한식,제주특별자치도 서귀포시 서귀동 305-8 2층 ,https://pcmap.place.naver.com/restaurant/1228243883/review/visitor#
1938,사실은사소한일상,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 대정읍 무릉리 933-14 ,https://pcmap.place.naver.com/restaurant/1339748332/review/visitor#
1939,제이비비큐썸씽,일반음식점,경양식,제주특별자치도 서귀포시 대정읍 상모리 133-1 ,https://pcmap.place.naver.com/restaurant/1943850167/review/visitor#
1941,캐노퍼스,일반음식점,한식,제주특별자치도 서귀포시 호근동 409-4 ,https://pcmap.place.naver.com/restaurant/1700079709/review/visitor#
1942,살롱드감산,일반음식점,분식,제주특별자치도 서귀포시 안덕면 감산리 373-9 A동 ,https://pcmap.place.naver.com/restaurant/1985465062/review/visitor#
1944,색달돈솔,일반음식점,한식,제주특별자치도 서귀포시 색달동 1870-2 ,https://pcmap.place.naver.com/restaurant/1372844731/review/visitor#
1947,쌈짓돈,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선리 634-11 ,https://pcmap.place.naver.com/restaurant/1274142374/review/visitor#
1948,제주농부쌈밥,일반음식점,한식,제주특별자치도 서귀포시 중문동 2078-3 ,https://pcmap.place.naver.com/restaurant/1574758667/review/visitor#
1949,영진분식,일반음식점,한식,제주특별자치도 서귀포시 대정읍 신평리 487-3 ,https://pcmap.place.naver.com/restaurant/1984138938/review/visitor#
1950,"오늘,또",일반음식점,뷔페식,제주특별자치도 서귀포시 동홍동 422-3 ,https://pcmap.place.naver.com/restaurant/1053248630/review/visitor#
1952,The Sol(더쏠),일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 서귀포시 색달동 1932-5 ,https://pcmap.place.naver.com/restaurant/1283575875/review/visitor#
1953,좁생이 방앗간,일반음식점,호프/통닭,제주특별자치도 서귀포시 성산읍 신천리 1035 ,https://pcmap.place.naver.com/restaurant/1136081770/review/visitor#
1954,제주앤더스,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 대정읍 무릉리 2805-3 ,https://pcmap.place.naver.com/restaurant/1261926527/review/visitor#
1955,옛날통닭남원점,일반음식점,호프/통닭,제주특별자치도 서귀포시 남원읍 남원리 1347-3 ,https://pcmap.place.naver.com/restaurant/38302949/review/visitor#
1958,소곰밭원담,일반음식점,횟집,제주특별자치도 서귀포시 대정읍 동일리 2666-1 ,https://pcmap.place.naver.com/restaurant/1153977352/review/visitor#
1959,바당길서귀포점,일반음식점,한식,제주특별자치도 서귀포시 남원읍 신례리 71-4 ,https://pcmap.place.naver.com/restaurant/1163392518/review/visitor#
1960,인쌩맥주서귀동홍점,일반음식점,호프/통닭,제주특별자치도 서귀포시 동홍동 413-3 ,https://pcmap.place.naver.com/restaurant/1584922774/review/visitor#
1961,옳은식당성산,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산리 392 제주 성산 리치유 클래시아 1층 38호,https://pcmap.place.naver.com/restaurant/1429301489/review/visitor#
1962,고바진,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 안덕면 동광리 525-1 ,https://pcmap.place.naver.com/restaurant/1050435989/review/visitor#
1963,괸당집중문점,일반음식점,한식,제주특별자치도 서귀포시 중문동 1973-4 드림오피스 ,https://pcmap.place.naver.com/restaurant/1334183517/review/visitor#
