,사업장명,업종구분대분류,업종구분소분류,소재지전체주소,naver_map_url
650,제주선채향,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 2294-2번지 ,https://pcmap.place.naver.com/restaurant/1333639081/review/visitor#
651,야키토리타키비,일반음식점,일식,"제주특별자치도 서귀포시 중문동 2096-1번지 , 1층 ",https://pcmap.place.naver.com/restaurant/1819192536/review/visitor#
652,제주화덕족발대정점,일반음식점,호프/통닭,"제주특별자치도 서귀포시 대정읍 하모리 1421-4번지 , 1층 ",https://pcmap.place.naver.com/restaurant/1654991153/review/visitor#
654,핫마마,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 안덕면 서광리 1224-54 ,https://pcmap.place.naver.com/restaurant/1602103587/review/visitor#
655,구두미바당,일반음식점,한식,제주특별자치도 서귀포시 보목동 1499-1번지 ,https://pcmap.place.naver.com/restaurant/1413874797/review/visitor#
656,제주어향원,일반음식점,한식,제주특별자치도 서귀포시 남원읍 남원리 91-8번지 ,https://pcmap.place.naver.com/restaurant/1605149893/review/visitor#
659,태공밥집,일반음식점,한식,제주특별자치도 서귀포시 남원읍 위미리 162-3번지 ,https://pcmap.place.naver.com/restaurant/1033846161/review/visitor#
661,빠박이포차,일반음식점,호프/통닭,제주특별자치도 서귀포시 서홍동 290-22번지 1층 ,https://pcmap.place.naver.com/restaurant/1506356120/review/visitor#
664,시간의정원,일반음식점,경양식,제주특별자치도 서귀포시 남원읍 의귀리 700-6번지 ,https://pcmap.place.naver.com/restaurant/1036578905/review/visitor#
668,숙성가,일반음식점,한식,"제주특별자치도 서귀포시 대정읍 하모리 2127 , 1층 ",https://pcmap.place.naver.com/restaurant/1610658644/review/visitor#
669,헬로우보일링크랩,일반음식점,한식,제주특별자치도 서귀포시 서호동 128-6번지 ,https://pcmap.place.naver.com/restaurant/1454266145/review/visitor#
670,일품순두부중문점,일반음식점,한식,제주특별자치도 서귀포시 중문동 1884-1번지 ,https://pcmap.place.naver.com/restaurant/1165522973/review/visitor#
671,벨라지다,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 안덕면 서광리 2518번지 ,https://pcmap.place.naver.com/restaurant/1785205332/review/visitor#
672,대박난김밥,일반음식점,한식,제주특별자치도 서귀포시 동홍동 440 휴마루 ,https://pcmap.place.naver.com/restaurant/1015604478/review/visitor#
674,서광애구억마리,일반음식점,호프/통닭,제주특별자치도 서귀포시 안덕면 서광리 1039-4번지 ,https://pcmap.place.naver.com/restaurant/1675732871/review/visitor#
681,화순평양면옥,일반음식점,한식,제주특별자치도 서귀포시 안덕면 화순리 1091-8번지 1층 ,https://pcmap.place.naver.com/restaurant/1625151975/review/visitor#
682,호정이네,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모리 770-45 1층 ,https://pcmap.place.naver.com/restaurant/1104182467/review/visitor#
685,김가네흑돼지,일반음식점,호프/통닭,제주특별자치도 서귀포시 서귀동 271-42번지 ,https://pcmap.place.naver.com/restaurant/1402342304/review/visitor#
686,중문야식,일반음식점,정종/대포집/소주방,"제주특별자치도 서귀포시 색달동 2822-2 신우성타운, 다동 지하2층 ",https://pcmap.place.naver.com/restaurant/1757476526/review/visitor#
689,이춘봉인생치킨서귀포점,일반음식점,한식,제주특별자치도 서귀포시 서홍동 449-6 ,https://pcmap.place.naver.com/restaurant/1749974736/review/visitor#
690,복덩이숯불갈비,일반음식점,한식,제주특별자치도 서귀포시 동홍동 1580-2번지 1층 ,https://pcmap.place.naver.com/restaurant/1310663644/review/visitor#
691,정원이있는마네,일반음식점,경양식,제주특별자치도 서귀포시 안덕면 사계리 2294-13번지 ,https://pcmap.place.naver.com/restaurant/1072556671/review/visitor#
692,모살통,일반음식점,정종/대포집/소주방,제주특별자치도 서귀포시 안덕면 사계리 2294-16번지 ,https://pcmap.place.naver.com/restaurant/1123837601/review/visitor#
693,어진이네횟집,일반음식점,한식,제주특별자치도 서귀포시 보목동 261번지 ,https://pcmap.place.naver.com/restaurant/1931182602/review/visitor#
695,꼼닭발,일반음식점,한식,제주특별자치도 서귀포시 서귀동 408-7번지 ,https://pcmap.place.naver.com/restaurant/1483754216/review/visitor#
701,귤밭사이로수제돈가스,일반음식점,경양식,제주특별자치도 서귀포시 강정동 587-1번지 ,https://pcmap.place.naver.com/restaurant/1883185000/review/visitor#
702,버거오클락,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 서귀포시 대정읍 보성리 2377번지 에듀스타 ,https://pcmap.place.naver.com/restaurant/1701635842/review/visitor#
704,마담조,일반음식점,경양식,제주특별자치도 서귀포시 강정동 1416-3 ,https://pcmap.place.naver.com/restaurant/1555612504/review/visitor#
706,당포로나인돈카츠,일반음식점,일식,"제주특별자치도 서귀포시 표선면 표선리 43-1 , 1층 ",https://pcmap.place.naver.com/restaurant/1388846132/review/visitor#
707,하동까스,일반음식점,경양식,제주특별자치도 서귀포시 대정읍 하모리 634-6 ,https://pcmap.place.naver.com/restaurant/1063017808/review/visitor#
709,연희원,일반음식점,한식,제주특별자치도 서귀포시 대정읍 신도리 2609-12번지 ,https://pcmap.place.naver.com/restaurant/1006860414/review/visitor#
710,키자나,일반음식점,호프/통닭,제주특별자치도 서귀포시 서귀동 454-41번지 ,https://pcmap.place.naver.com/restaurant/1116434072/review/visitor#
711,흑돼지브라더스본점,일반음식점,한식,제주특별자치도 서귀포시 남원읍 위미리 1432-1 ,https://pcmap.place.naver.com/restaurant/1331754140/review/visitor#
712,복진아구찜,일반음식점,한식,"제주특별자치도 서귀포시 서귀동 284-28 , 1층 ",https://pcmap.place.naver.com/restaurant/32152750/review/visitor#
713,메밀밭에가시리,일반음식점,냉면집,제주특별자치도 서귀포시 표선면 가시리 963-10번지 ,https://pcmap.place.naver.com/restaurant/1656590420/review/visitor#
715,영아정식식당돼지고기전문점,일반음식점,한식,제주특별자치도 서귀포시 남원읍 위미리 1757-15번지 ,https://pcmap.place.naver.com/restaurant/1079596609/review/visitor#
716,짬뽕한사발,일반음식점,분식,제주특별자치도 서귀포시 서홍동 397-120 ,https://pcmap.place.naver.com/restaurant/1255067045/review/visitor#
718,조케네가든,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 성산읍 신천리 563번지 ,https://pcmap.place.naver.com/restaurant/1259461902/review/visitor#
719,자담치킨(서귀포점),일반음식점,호프/통닭,제주특별자치도 서귀포시 서귀동 288-8번지 ,https://pcmap.place.naver.com/restaurant/1227094549/review/visitor#
720,탐라는초코솜이,일반음식점,분식,제주특별자치도 서귀포시 안덕면 동광리 80-12 ,https://pcmap.place.naver.com/restaurant/1986789812/review/visitor#
721,와이스토리,일반음식점,경양식,제주특별자치도 서귀포시 동홍동 223-3번지 ,https://pcmap.place.naver.com/restaurant/1889611703/review/visitor#
722,의문당,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 안덕면 서광리 2518번지 ,https://pcmap.place.naver.com/restaurant/1471162121/review/visitor#
724,중문정,일반음식점,한식,제주특별자치도 서귀포시 상예동 1757-1번지 ,https://pcmap.place.naver.com/restaurant/1439757632/review/visitor#
727,엄마삼계탕,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모리 1112-15번지 ,https://pcmap.place.naver.com/restaurant/1408689889/review/visitor#
731,류차이,일반음식점,중국식,제주특별자치도 서귀포시 대포동 748번지 ,https://pcmap.place.naver.com/restaurant/712904273/review/visitor#
735,항도,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산리 360-3번지 ,https://pcmap.place.naver.com/restaurant/1608711038/review/visitor#
736,검은노루,일반음식점,한식,제주특별자치도 서귀포시 대정읍 상모리 3169-10번지 가원가든 ,https://pcmap.place.naver.com/restaurant/1754050518/review/visitor#
737,피자보이즈,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 서귀포시 서귀동 259-1 샘터이용원 ,https://pcmap.place.naver.com/restaurant/1967987285/review/visitor#
738,테디스비치쉑,일반음식점,한식,제주특별자치도 서귀포시 안덕면 창천리 874-1 ,https://pcmap.place.naver.com/restaurant/1350455284/review/visitor#
742,밀체,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 대정읍 보성리 2476번지 ,https://pcmap.place.naver.com/restaurant/1995743116/review/visitor#
743,신왕,일반음식점,중국식,제주특별자치도 서귀포시 성산읍 고성리 205-6번지 ,https://pcmap.place.naver.com/restaurant/1785287262/review/visitor#
747,산방산삼춘네,일반음식점,분식,제주특별자치도 서귀포시 안덕면 사계리 983-1 ,https://pcmap.place.naver.com/restaurant/1984485739/review/visitor#
749,맛둥이,일반음식점,한식,제주특별자치도 서귀포시 서귀동 291-40번지 명동의류타운 ,https://pcmap.place.naver.com/restaurant/1045680893/review/visitor#
752,상동산식당,일반음식점,한식,제주특별자치도 서귀포시 법환동 228-1번지 ,https://pcmap.place.naver.com/restaurant/16901079/review/visitor#
753,잇뽕사계,일반음식점,중국식,제주특별자치도 서귀포시 안덕면 사계리 385-1 ,https://pcmap.place.naver.com/restaurant/1791851993/review/visitor#
754,캄머레스토랑,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 대정읍 상모리 3243 ,https://pcmap.place.naver.com/restaurant/1363149859/review/visitor#
755,페이지투,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 대정읍 상모리 133-8번지 ,https://pcmap.place.naver.com/restaurant/1421881851/review/visitor#
756,이응하우스심야식당,일반음식점,한식,제주특별자치도 서귀포시 안덕면 창천리 810번지 ,https://pcmap.place.naver.com/restaurant/1856929328/review/visitor#
757,원조김대감안동찜닭제주점,일반음식점,중국식,제주특별자치도 서귀포시 성산읍 성산리 149-2 ,https://pcmap.place.naver.com/restaurant/1743008954/review/visitor#
758,다정이네김밥서귀포신시가지점,일반음식점,한식,제주특별자치도 서귀포시 강정동 893-1 ,https://pcmap.place.naver.com/restaurant/1484078519/review/visitor#
761,조르지네이상한가게,일반음식점,경양식,제주특별자치도 서귀포시 서귀동 326-25번지 ,https://pcmap.place.naver.com/restaurant/1258693271/review/visitor#
762,귤밭차림,일반음식점,한식,제주특별자치도 서귀포시 중문동 1880-3번지 ,https://pcmap.place.naver.com/restaurant/1590719394/review/visitor#
763,창흥상회편의점포차,일반음식점,한식,제주특별자치도 서귀포시 서홍동 267-2번지 ,https://pcmap.place.naver.com/restaurant/1710986075/review/visitor#
765,오늘밥상,일반음식점,한식,제주특별자치도 서귀포시 강정동 132-1번지 ,https://pcmap.place.naver.com/restaurant/1377206297/review/visitor#
766,중국쌀국수꼬지튀김전문점,일반음식점,한식,제주특별자치도 서귀포시 서귀동 286-6 ,https://pcmap.place.naver.com/restaurant/1836284639/review/visitor#
770,유안이네본점,일반음식점,한식,제주특별자치도 서귀포시 상예동 4751-1번지 ,https://pcmap.place.naver.com/restaurant/1942412460/review/visitor#
771,카페갤러리앤샵,일반음식점,경양식,제주특별자치도 서귀포시 동홍동 471-3번지 ,https://pcmap.place.naver.com/restaurant/1622752142/review/visitor#
772,풍양양꼬치,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 강정동 208-2번지 ,https://pcmap.place.naver.com/restaurant/1209530145/review/visitor#
775,디오션힐,일반음식점,분식,제주특별자치도 서귀포시 안덕면 사계리 204번지 윈드힐 호스텔 ,https://pcmap.place.naver.com/restaurant/36305138/review/visitor#
776,블루클리프,일반음식점,일식,제주특별자치도 서귀포시 표선면 표선리 40-26번지 ,https://pcmap.place.naver.com/restaurant/37131056/review/visitor#
779,코미세,일반음식점,일식,제주특별자치도 서귀포시 서호동 1615-3번지 ,https://pcmap.place.naver.com/restaurant/1633935002/review/visitor#
782,강실장회포차,일반음식점,일식,제주특별자치도 서귀포시 강정동 207-9번지 ,https://pcmap.place.naver.com/restaurant/1093764236/review/visitor#
783,언제라도봄더라온,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 표선면 성읍리 2008-1번지 ,https://pcmap.place.naver.com/restaurant/1787586754/review/visitor#
784,하르비2호점,일반음식점,한식,제주특별자치도 서귀포시 서귀동 23-4 ,https://pcmap.place.naver.com/restaurant/1759516482/review/visitor#
785,두가시의부엌,일반음식점,한식,제주특별자치도 서귀포시 강정동 2637-1 ,https://pcmap.place.naver.com/restaurant/1916298565/review/visitor#
786,자상한하루,일반음식점,경양식,제주특별자치도 서귀포시 남원읍 신흥리 274번지 ,https://pcmap.place.naver.com/restaurant/1299307842/review/visitor#
789,용구족발보쌈,일반음식점,한식,제주특별자치도 서귀포시 성산읍 고성리 1196-2 태양약국 ,https://pcmap.place.naver.com/restaurant/1593970231/review/visitor#
791,오늘족발치킨먹자,일반음식점,한식,제주특별자치도 서귀포시 안덕면 창천리 890-4번지 올레풍차게스트하우스 ,https://pcmap.place.naver.com/restaurant/1599403236/review/visitor#
792,한국통닭서귀포점,일반음식점,호프/통닭,제주특별자치도 서귀포시 서귀동 424번지 나이키 ,https://pcmap.place.naver.com/restaurant/1208465397/review/visitor#
793,제주옹심이메밀칼국수,일반음식점,한식,제주특별자치도 서귀포시 토평동 1117-1번지 ,https://pcmap.place.naver.com/restaurant/1294679896/review/visitor#
794,역전할머니맥주중문점,일반음식점,호프/통닭,제주특별자치도 서귀포시 중문동 2028-3 ,https://pcmap.place.naver.com/restaurant/1356910533/review/visitor#
795,플레이롤러,일반음식점,경양식,제주특별자치도 서귀포시 호근동 2039-1번지 한라대간 ,https://pcmap.place.naver.com/restaurant/1150030374/review/visitor#
796,산방산그때그집화순점,일반음식점,한식,제주특별자치도 서귀포시 안덕면 화순리 1092-1 엘림피렌체3차 1층 102호,https://pcmap.place.naver.com/restaurant/1493290346/review/visitor#
801,은희네해장국서귀포점,일반음식점,한식,제주특별자치도 서귀포시 토평동 1001-7번지 ,https://pcmap.place.naver.com/restaurant/35089491/review/visitor#
803,로또식당갈치조림,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산리 362-1 ,https://pcmap.place.naver.com/restaurant/1448008735/review/visitor#
804,서귀정,일반음식점,한식,제주특별자치도 서귀포시 법환동 735-9번지 ,https://pcmap.place.naver.com/restaurant/1004231216/review/visitor#
806,식과함께,일반음식점,한식,제주특별자치도 서귀포시 안덕면 화순리 1799-4번지 ,https://pcmap.place.naver.com/restaurant/1610678174/review/visitor#
808,언니앤누나,일반음식점,패밀리레스트랑,제주특별자치도 서귀포시 성산읍 고성리 557-9번지 ,https://pcmap.place.naver.com/restaurant/1723750263/review/visitor#
809,선재샤브칼국수,일반음식점,한식,제주특별자치도 서귀포시 안덕면 덕수리 665번지 ,https://pcmap.place.naver.com/restaurant/1041178322/review/visitor#
811,레스카페,일반음식점,한식,제주특별자치도 서귀포시 법환동 33 ,https://pcmap.place.naver.com/restaurant/1050788601/review/visitor#
812,정모시회포장,일반음식점,회집,제주특별자치도 서귀포시 동홍동 288-13번지 ,https://pcmap.place.naver.com/restaurant/1215312993/review/visitor#
813,또옵서국밥,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선리 1707-5번지 ,https://pcmap.place.naver.com/restaurant/1633944012/review/visitor#
814,중섭23,일반음식점,한식,제주특별자치도 서귀포시 서귀동 521-5 ,https://pcmap.place.naver.com/restaurant/1427076604/review/visitor#
819,카페베트로(CafeVetro),일반음식점,경양식,제주특별자치도 서귀포시 안덕면 서광리 산 35-16번지 ,https://pcmap.place.naver.com/restaurant/1993993019/review/visitor#
820,돈짬(서귀포점),일반음식점,한식,제주특별자치도 서귀포시 서귀동 284-13 ,https://pcmap.place.naver.com/restaurant/1062717386/review/visitor#
824,최고봉주방,일반음식점,한식,제주특별자치도 서귀포시 법환동 1219-6번지 ,https://pcmap.place.naver.com/restaurant/1951046910/review/visitor#
832,힐링존,일반음식점,한식,제주특별자치도 서귀포시 서홍동 1599번지 ,https://pcmap.place.naver.com/restaurant/38485730/review/visitor#
834,돈내코로타리김밥,일반음식점,한식,제주특별자치도 서귀포시 상효동 2211 ,https://pcmap.place.naver.com/restaurant/1921535720/review/visitor#
835,더머스크,일반음식점,분식,제주특별자치도 서귀포시 서귀동 511-1번지 1층 ,https://pcmap.place.naver.com/restaurant/1705610072/review/visitor#
836,이디와한우흑돼지정육식당,일반음식점,한식,제주특별자치도 서귀포시 성산읍 신산리 1180-2 1층 ,https://pcmap.place.naver.com/restaurant/1956309496/review/visitor#
838,아우내순대동홍점,일반음식점,한식,제주특별자치도 서귀포시 동홍동 643-6번지 1층 ,https://pcmap.place.naver.com/restaurant/1328459515/review/visitor#
844,흑돼지에꼬치다,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 126-2번지 ,https://pcmap.place.naver.com/restaurant/1518596404/review/visitor#
846,제주로운청해원,일반음식점,한식,제주특별자치도 서귀포시 성산읍 고성리 212-13번지 ,https://pcmap.place.naver.com/restaurant/1515613605/review/visitor#
848,황소머리국밥,일반음식점,한식,"제주특별자치도 서귀포시 동홍동 1255-8번지 101,1호",https://pcmap.place.naver.com/restaurant/1084664385/review/visitor#
853,고치비국수,일반음식점,한식,제주특별자치도 서귀포시 남원읍 남원리 94-5번지 ,https://pcmap.place.naver.com/restaurant/1813297172/review/visitor#
854,바다마르마레,일반음식점,기타,제주특별자치도 서귀포시 대정읍 상모리 87-9번지 ,https://pcmap.place.naver.com/restaurant/298952240/review/visitor#
858,오태식해바라기치킨(중문점),일반음식점,호프/통닭,제주특별자치도 서귀포시 중문동 2078-4 ,https://pcmap.place.naver.com/restaurant/1048244109/review/visitor#
859,신한라아구찜,일반음식점,한식,제주특별자치도 서귀포시 표선면 표선리 951-5번지 ,https://pcmap.place.naver.com/restaurant/1769295437/review/visitor#
862,성산도시어부회포장,일반음식점,횟집,제주특별자치도 서귀포시 성산읍 고성리 1219-2 ,https://pcmap.place.naver.com/restaurant/1938893949/review/visitor#
865,꼼지락도시락,일반음식점,한식,제주특별자치도 서귀포시 중문동 1737-5번지 ,https://pcmap.place.naver.com/restaurant/1607333626/review/visitor#
867,힘나는집밥,일반음식점,한식,제주특별자치도 서귀포시 성산읍 오조리 8 ,https://pcmap.place.naver.com/restaurant/1271962684/review/visitor#
869,일오구카페,일반음식점,경양식,제주특별자치도 서귀포시 안덕면 덕수리 1929-2 1층 ,https://pcmap.place.naver.com/restaurant/1364940249/review/visitor#
871,네이처캔버스,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 서귀포시 남원읍 신례리 829-5번지 ,https://pcmap.place.naver.com/restaurant/1382160810/review/visitor#
872,사계생활,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 서귀포시 안덕면 사계리 2819-1번지 ,https://pcmap.place.naver.com/restaurant/1596135121/review/visitor#
873,해녀의밥상,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 126-2 109호,https://pcmap.place.naver.com/restaurant/1152125771/review/visitor#
875,아주르블루,일반음식점,경양식,제주특별자치도 서귀포시 남원읍 남원리 46-1번지 1층 ,https://pcmap.place.naver.com/restaurant/1969497561/review/visitor#
876,역전할머니맥주제주표선점,일반음식점,호프/통닭,제주특별자치도 서귀포시 표선면 표선리 634-8번지 ,https://pcmap.place.naver.com/restaurant/1159429345/review/visitor#
878,마녀상회,일반음식점,한식,제주특별자치도 서귀포시 대정읍 무릉리 3815-1 제3동 ,https://pcmap.place.naver.com/restaurant/1561987598/review/visitor#
879,허브올레,일반음식점,경양식,제주특별자치도 서귀포시 표선면 성읍리 2669번지 ,https://pcmap.place.naver.com/restaurant/1020309277/review/visitor#
882,우리가족오늘반찬,일반음식점,한식,제주특별자치도 서귀포시 강정동 208-2 ,https://pcmap.place.naver.com/restaurant/1828271046/review/visitor#
883,누들보쌈배달만족신화월드점,일반음식점,한식,제주특별자치도 서귀포시 안덕면 서광리 1421-4 1층 103호,https://pcmap.place.naver.com/restaurant/1378184624/review/visitor#
884,서귀포의아침한식뷔페,일반음식점,호프/통닭,제주특별자치도 서귀포시 호근동 1550-1 서귀포의 아침 ,https://pcmap.place.naver.com/restaurant/1679135741/review/visitor#
885,채선당사계리점,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 417-2 1층 1동 ,https://pcmap.place.naver.com/restaurant/1570775965/review/visitor#
886,산우,일반음식점,일식,제주특별자치도 서귀포시 대정읍 하모리 2126-15번지 ,https://pcmap.place.naver.com/restaurant/1070422566/review/visitor#
887,대패가1900(서귀포점),일반음식점,한식,제주특별자치도 서귀포시 서귀동 308-4번지 ,https://pcmap.place.naver.com/restaurant/1287314819/review/visitor#
888,정든부대찌개,일반음식점,한식,제주특별자치도 서귀포시 대포동 2612번지 1층 103호,https://pcmap.place.naver.com/restaurant/1636163522/review/visitor#
889,곱스럽닭,일반음식점,호프/통닭,제주특별자치도 서귀포시 강정동 207-2 1층 ,https://pcmap.place.naver.com/restaurant/1144449775/review/visitor#
891,신화돌담집,일반음식점,한식,제주특별자치도 서귀포시 안덕면 서광리 산 35-16번지 ,https://pcmap.place.naver.com/restaurant/37195363/review/visitor#
892,안가뒷고기,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 서홍동 364-2 ,https://pcmap.place.naver.com/restaurant/1940361135/review/visitor#
897,깔루아,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 126-2번지 1층 105호,https://pcmap.place.naver.com/restaurant/1696455285/review/visitor#
901,더그리니,일반음식점,한식,제주특별자치도 서귀포시 동홍동 1688 ,https://pcmap.place.naver.com/restaurant/1220401397/review/visitor#
902,약산촌,일반음식점,한식,제주특별자치도 서귀포시 서홍동 1733-8 1층 ,https://pcmap.place.naver.com/restaurant/1918008903/review/visitor#
903,가파도로와,일반음식점,한식,제주특별자치도 서귀포시 대정읍 가파리 380번지 1층 ,https://pcmap.place.naver.com/restaurant/1673084670/review/visitor#
905,도토리도시락,일반음식점,한식,제주특별자치도 서귀포시 서귀동 298-4번지 ,https://pcmap.place.naver.com/restaurant/1993481167/review/visitor#
906,얼큰이공주칼국수,일반음식점,한식,제주특별자치도 서귀포시 서호동 940-8 ,https://pcmap.place.naver.com/restaurant/1784311178/review/visitor#
907,앵두김밥,일반음식점,한식,제주특별자치도 서귀포시 동홍동 60-8 1층 ,https://pcmap.place.naver.com/restaurant/1758820985/review/visitor#
910,삼강식당중문점,일반음식점,한식,제주특별자치도 서귀포시 중문동 2133-1번지 ,https://pcmap.place.naver.com/restaurant/32165283/review/visitor#
911,코코마마성산점,일반음식점,중국식,제주특별자치도 서귀포시 성산읍 성산리 140-8번지 ,https://pcmap.place.naver.com/restaurant/1693676339/review/visitor#
913,1968연희동,일반음식점,한식,제주특별자치도 서귀포시 안덕면 서광리 2462-1번지 ,https://pcmap.place.naver.com/restaurant/1523393642/review/visitor#
915,성산일출돈,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산리 296-3 ,https://pcmap.place.naver.com/restaurant/1435846547/review/visitor#
916,부호꼬,일반음식점,분식,제주특별자치도 서귀포시 안덕면 사계리 126-2번지 B동 113호,https://pcmap.place.naver.com/restaurant/1178273012/review/visitor#
921,제주호랭이사계점,일반음식점,분식,제주특별자치도 서귀포시 안덕면 사계리 2840 ,https://pcmap.place.naver.com/restaurant/1320984906/review/visitor#
923,김밥이있는소정,일반음식점,한식,제주특별자치도 서귀포시 동홍동 65-12번지 ,https://pcmap.place.naver.com/restaurant/1198817525/review/visitor#
924,숙성도중문,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 색달동 2123 ,https://pcmap.place.naver.com/restaurant/1146342571/review/visitor#
928,사계향,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 2075번지 ,https://pcmap.place.naver.com/restaurant/1696288495/review/visitor#
930,취중진담,일반음식점,호프/통닭,제주특별자치도 서귀포시 동홍동 192-2번지 ,https://pcmap.place.naver.com/restaurant/1435868993/review/visitor#
932,성읍뚱보식당,일반음식점,한식,제주특별자치도 서귀포시 표선면 성읍리 987-1번지 성읍민속마을 남문상가 19호,https://pcmap.place.naver.com/restaurant/1128146543/review/visitor#
933,달둥이네식당,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 387-7번지 ,https://pcmap.place.naver.com/restaurant/1040119339/review/visitor#
935,키작은삼촌,일반음식점,한식,제주특별자치도 서귀포시 성산읍 고성리 1012-1번지 1층 ,https://pcmap.place.naver.com/restaurant/1646587621/review/visitor#
936,서울곱창,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모리 940-6번지 ,https://pcmap.place.naver.com/restaurant/1538577991/review/visitor#
937,테디스오,일반음식점,경양식,제주특별자치도 서귀포시 강정동 152 ,https://pcmap.place.naver.com/restaurant/1574000518/review/visitor#
940,일리있는,일반음식점,일식,제주특별자치도 서귀포시 안덕면 사계리 126-1번지 ,https://pcmap.place.naver.com/restaurant/1332468522/review/visitor#
941,시청소미네식당,일반음식점,한식,제주특별자치도 서귀포시 서홍동 397-88 ,https://pcmap.place.naver.com/restaurant/1905530925/review/visitor#
942,1727노리터,일반음식점,분식,제주특별자치도 서귀포시 안덕면 덕수리 1727번지 ,https://pcmap.place.naver.com/restaurant/1730091823/review/visitor#
943,해룡흑도새기,일반음식점,식육(숯불구이),제주특별자치도 서귀포시 성산읍 성산리 285-1번지 ,https://pcmap.place.naver.com/restaurant/1474815149/review/visitor#
944,가보세엠케이카페,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모리 841-32 1층 ,https://pcmap.place.naver.com/restaurant/1393065599/review/visitor#
945,안녕모슬포,일반음식점,경양식,제주특별자치도 서귀포시 대정읍 하모리 1071-2 2층 ,https://pcmap.place.naver.com/restaurant/1395180680/review/visitor#
946,족발이닭엄마네식당,일반음식점,호프/통닭,제주특별자치도 서귀포시 강정동 2503-1번지 ,https://pcmap.place.naver.com/restaurant/1658798372/review/visitor#
947,성산을본갈치,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산리 296-3 2층 ,https://pcmap.place.naver.com/restaurant/1979855006/review/visitor#
950,철이네뼈해장국,일반음식점,한식,제주특별자치도 서귀포시 대정읍 상모리 3983 ,https://pcmap.place.naver.com/restaurant/1555035895/review/visitor#
956,엠호프,일반음식점,호프/통닭,제주특별자치도 서귀포시 강정동 2851-3번지 ,https://pcmap.place.naver.com/restaurant/1439110608/review/visitor#
957,북경오리화덕구이,일반음식점,중국식,제주특별자치도 서귀포시 서귀동 296-13번지 ,https://pcmap.place.naver.com/restaurant/1219080609/review/visitor#
958,멕시카나치킨(송산천지점),일반음식점,호프/통닭,제주특별자치도 서귀포시 서귀동 780번지 ,https://pcmap.place.naver.com/restaurant/1837239082/review/visitor#
960,흑돼지박스산방산점,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 2071-1번지 ,https://pcmap.place.naver.com/restaurant/1262244487/review/visitor#
961,산방산그때그집,일반음식점,한식,제주특별자치도 서귀포시 안덕면 사계리 126-1번지 ,https://pcmap.place.naver.com/restaurant/1493290346/review/visitor#
964,모드커피,일반음식점,한식,제주특별자치도 서귀포시 남원읍 신흥리 1760-3 ,https://pcmap.place.naver.com/restaurant/1636315076/review/visitor#
967,나나김밥,일반음식점,분식,제주특별자치도 서귀포시 대정읍 보성리 463-9번지 ,https://pcmap.place.naver.com/restaurant/1030591493/review/visitor#
968,대화해장국본점,일반음식점,한식,제주특별자치도 서귀포시 동홍동 180-1번지 ,https://pcmap.place.naver.com/restaurant/1294724445/review/visitor#
969,바라봄,일반음식점,한식,제주특별자치도 서귀포시 성산읍 성산리 224-2번지 ,https://pcmap.place.naver.com/restaurant/1956093286/review/visitor#
971,30년할매닭발모슬포점,일반음식점,한식,제주특별자치도 서귀포시 대정읍 하모리 951-3번지 ,https://pcmap.place.naver.com/restaurant/1956663862/review/visitor#
973,솜반내횟집,일반음식점,일식,제주특별자치도 서귀포시 서홍동 1222 ,https://pcmap.place.naver.com/restaurant/1717102878/review/visitor#
