Column1,사업장명,사업장명add,업종구분대분류,업종구분소분류,주소,naver_map_url
3469,비자림미담,비자림미담제주특별자치도 제주시 구좌읍 비자숲길 13,일반음식점,한식,제주특별자치도 제주시 구좌읍 비자숲길 13,
3470,만취,만취제주특별자치도 제주시 신성로14길 2,일반음식점,까페,제주특별자치도 제주시 신성로14길 2,
3471,깡촌흑돼지,깡촌흑돼지제주특별자치도 제주시 조천읍 함덕14길 2,일반음식점,식육(숯불구이),제주특별자치도 제주시 조천읍 함덕14길 2,
3472,희춘,희춘제주특별자치도 제주시 연수로3길 11 (일도이동,일반음식점,한식,제주특별자치도 제주시 연수로3길 11 (일도이동,
3473,957해물짬뽕,957해물짬뽕제주특별자치도 제주시 애월읍 애월해안로 957 ((1층)),일반음식점,한식,제주특별자치도 제주시 애월읍 애월해안로 957 ((1층)),
3474,메밀꽃차롱,메밀꽃차롱제주특별자치도 제주시 연오로 136 (연동,일반음식점,한식,제주특별자치도 제주시 연오로 136 (연동,
3475,우리정육구이,우리정육구이제주특별자치도 제주시 천수로6길 1 (이도이동),일반음식점,식육(숯불구이),제주특별자치도 제주시 천수로6길 1 (이도이동),
3476,달팽이로봇,달팽이로봇제주특별자치도 제주시 한림읍 한림로 649-1,일반음식점,호프/통닭,제주특별자치도 제주시 한림읍 한림로 649-1,
3477,레스트,레스트제주특별자치도 제주시 월랑로 45 (노형동,일반음식점,경양식,제주특별자치도 제주시 월랑로 45 (노형동,
3478,그디,그디제주특별자치도 제주시 동광로4길 14 (이도이동),일반음식점,한식,제주특별자치도 제주시 동광로4길 14 (이도이동),
3479,청지목,청지목제주특별자치도 제주시 조천읍 교래4길 20,일반음식점,한식,제주특별자치도 제주시 조천읍 교래4길 20,
3480,카펜터하우스,카펜터하우스제주특별자치도 제주시 한림읍 수원1길 9-1,일반음식점,기타,제주특별자치도 제주시 한림읍 수원1길 9-1,
3481,삼양국수,삼양국수제주특별자치도 제주시 선사로8길 49,일반음식점,한식,제주특별자치도 제주시 선사로8길 49,
3482,삼양우숙이앤인생게장,삼양우숙이앤인생게장제주특별자치도 제주시 설촌로2길 23,일반음식점,기타,제주특별자치도 제주시 설촌로2길 23,
3483,큰맛동태탕,큰맛동태탕제주특별자치도 제주시 수정2길 10 (외도일동),일반음식점,한식,제주특별자치도 제주시 수정2길 10 (외도일동),
3484,청도,청도제주특별자치도 제주시 서해안로 546,일반음식점,한식,제주특별자치도 제주시 서해안로 546,
3485,창영왕족발,창영왕족발제주특별자치도 제주시 태성로3길 12,일반음식점,분식,제주특별자치도 제주시 태성로3길 12,
3486,제주나무카페,제주나무카페제주특별자치도 제주시 조천읍 선교로 560,일반음식점,전통찻집,제주특별자치도 제주시 조천읍 선교로 560,
3487,육회공작소,육회공작소제주특별자치도 제주시 신대로16길 47,일반음식점,통닭(치킨),제주특별자치도 제주시 신대로16길 47,
3488,옹기종기,옹기종기제주특별자치도 제주시 평전1길 16 (삼도일동),일반음식점,한식,제주특별자치도 제주시 평전1길 16 (삼도일동),
3489,고르멍드르멍,고르멍드르멍제주특별자치도 제주시 용마서길 30 (용담삼동,일반음식점,한식,제주특별자치도 제주시 용마서길 30 (용담삼동,
3490,봉봉포차,봉봉포차제주특별자치도 제주시 사라봉11길 1 (건입동),일반음식점,호프/통닭,제주특별자치도 제주시 사라봉11길 1 (건입동),
3491,힘찬장어,힘찬장어제주특별자치도 제주시 삼무로3길 32-1 (연동,일반음식점,한식,제주특별자치도 제주시 삼무로3길 32-1 (연동,
3492,페리카나치킨이도점,페리카나치킨이도점제주특별자치도 제주시 도남로15길 4-12,일반음식점,통닭(치킨),제주특별자치도 제주시 도남로15길 4-12,
3493,오도가든,오도가든제주특별자치도 제주시 오광로6길 3,일반음식점,식육(숯불구이),제주특별자치도 제주시 오광로6길 3,
3494,어머니와장독대본점,어머니와장독대본점제주특별자치도 제주시 연북로 593 (이도이동),일반음식점,한식,제주특별자치도 제주시 연북로 593 (이도이동),
3495,화산2020,화산2020제주특별자치도 제주시 흥운길 85,일반음식점,기타,제주특별자치도 제주시 흥운길 85,
3496,노형슈퍼,노형슈퍼제주특별자치도 제주시 원노형8길 18,일반음식점,기타,제주특별자치도 제주시 원노형8길 18,
3497,연동피지에이구내매점,연동피지에이구내매점제주특별자치도 제주시 삼동길 21,일반음식점,기타,제주특별자치도 제주시 삼동길 21,
3498,사천빠슈마라탕외도점,사천빠슈마라탕외도점제주특별자치도 제주시 우정로6길 32-1,일반음식점,중국식,제주특별자치도 제주시 우정로6길 32-1,
3499,맛의고수,맛의고수제주특별자치도 제주시 애월읍 애월로 29,일반음식점,기타,제주특별자치도 제주시 애월읍 애월로 29,
3500,카페뮤로,카페뮤로제주특별자치도 제주시 제원3길 13,일반음식점,기타,제주특별자치도 제주시 제원3길 13,
3501,멕시카나치킨더홈하귀해안로점,멕시카나치킨더홈하귀해안로점제주특별자치도 제주시 애월읍 가문동남길 63,일반음식점,호프/통닭,제주특별자치도 제주시 애월읍 가문동남길 63,
3502,스시가,스시가제주특별자치도 제주시 중앙로 501,일반음식점,일식,제주특별자치도 제주시 중앙로 501,
3503,삼다갈비,삼다갈비제주특별자치도 제주시 서광로 43,일반음식점,한식,제주특별자치도 제주시 서광로 43,
3504,소리원저지점,소리원저지점제주특별자치도 제주시 한경면 중산간서로 3679,일반음식점,중국식,제주특별자치도 제주시 한경면 중산간서로 3679,
3505,애월집,애월집제주특별자치도 제주시 애월읍 애월해안로 690,일반음식점,한식,제주특별자치도 제주시 애월읍 애월해안로 690,
3506,탐나,탐나제주특별자치도 제주시 한림읍 한림남1길 1,일반음식점,기타,제주특별자치도 제주시 한림읍 한림남1길 1,
3507,바로족발보쌈별관,바로족발보쌈별관제주특별자치도 제주시 진군중길 3,일반음식점,식육(숯불구이),제주특별자치도 제주시 진군중길 3,
3508,골드,골드제주특별자치도 제주시 서광로32길 35-1,일반음식점,호프/통닭,제주특별자치도 제주시 서광로32길 35-1,
3509,주안청식당,주안청식당제주특별자치도 제주시 제주대학로 105-1,일반음식점,호프/통닭,제주특별자치도 제주시 제주대학로 105-1,
3510,제주특별자치도제주의료원,제주특별자치도제주의료원제주특별자치도 제주시 산천단남길 10 (아라일동),일반음식점,기타,제주특별자치도 제주시 산천단남길 10 (아라일동),
3511,광주생각,광주생각제주특별자치도 제주시 고마로 21 (일도이동,일반음식점,기타,제주특별자치도 제주시 고마로 21 (일도이동,
3512,가리본가본점,가리본가본점제주특별자치도 제주시 성신로1길 17 (연동),일반음식점,기타,제주특별자치도 제주시 성신로1길 17 (연동),
3513,토크박스중흥점,토크박스중흥점제주특별자치도 제주시 한라대학로 99 (노형동,일반음식점,호프/통닭,제주특별자치도 제주시 한라대학로 99 (노형동,
3514,봄이네해바라기,봄이네해바라기제주특별자치도 제주시 중앙로14길 24 (삼도이동,일반음식점,한식,제주특별자치도 제주시 중앙로14길 24 (삼도이동,
3515,기똥찬양꼬치,기똥찬양꼬치제주특별자치도 제주시 한림읍 한림로 687,일반음식점,한식,제주특별자치도 제주시 한림읍 한림로 687,
3516,장모술상,장모술상제주특별자치도 제주시 우정로11길 14 (외도일동),일반음식점,식육(숯불구이),제주특별자치도 제주시 우정로11길 14 (외도일동),
3517,알동네집,알동네집제주특별자치도 제주시 한경면 연명로 543,일반음식점,한식,제주특별자치도 제주시 한경면 연명로 543,
3518,다랑곶,다랑곶제주특별자치도 제주시 다랑곶2길 2 (노형동),일반음식점,한식,제주특별자치도 제주시 다랑곶2길 2 (노형동),
3519,뭉치스낵,뭉치스낵제주특별자치도 제주시 우도면 우도로 1,일반음식점,기타,제주특별자치도 제주시 우도면 우도로 1,
3520,마리나스크린골프구내,마리나스크린골프구내제주특별자치도 제주시 연삼로 38,일반음식점,기타,제주특별자치도 제주시 연삼로 38,
3521,곱창스튜디오,곱창스튜디오제주특별자치도 제주시 한림읍 한림로19길 10,일반음식점,한식,제주특별자치도 제주시 한림읍 한림로19길 10,
3522,감귤향기,감귤향기제주특별자치도 제주시 한경면 두조로 309,일반음식점,기타,제주특별자치도 제주시 한경면 두조로 309,
3523,테우,테우제주특별자치도 제주시 조천읍 조함해안로 418,일반음식점,회집,제주특별자치도 제주시 조천읍 조함해안로 418,
3524,사과포차,사과포차제주특별자치도 제주시 수덕11길 34 (노형동,일반음식점,호프/통닭,제주특별자치도 제주시 수덕11길 34 (노형동,
3525,기리시마,기리시마제주특별자치도 제주시 구산로 3,일반음식점,식육(숯불구이),제주특별자치도 제주시 구산로 3,
3526,춤추는닭치킨,춤추는닭치킨제주특별자치도 제주시 서광로2길 5-14 (오라일동,일반음식점,한식,제주특별자치도 제주시 서광로2길 5-14 (오라일동,
3527,주식회사 숙성도,주식회사 숙성도제주특별자치도 제주시 원노형로 41 (노형동),일반음식점,식육(숯불구이),제주특별자치도 제주시 원노형로 41 (노형동),
3528,땅땅치킨봉개점,땅땅치킨봉개점제주특별자치도 제주시 번영로 470 (봉개동),일반음식점,통닭(치킨),제주특별자치도 제주시 번영로 470 (봉개동),
3529,대영,대영제주특별자치도 제주시 관덕로14길 6 (이도일동),일반음식점,식육(숯불구이),제주특별자치도 제주시 관덕로14길 6 (이도일동),
3530,또오라이,또오라이제주특별자치도 제주시 광양8길 15 (이도이동),일반음식점,호프/통닭,제주특별자치도 제주시 광양8길 15 (이도이동),
3531,우도숯불갈비,우도숯불갈비제주특별자치도 제주시 우도면 우도로 184,일반음식점,한식,제주특별자치도 제주시 우도면 우도로 184,
3532,스시궁,스시궁제주특별자치도 제주시 도령로 11,일반음식점,한식,제주특별자치도 제주시 도령로 11,
3533,먹방,먹방제주특별자치도 제주시 중앙로24길 21,일반음식점,한식,제주특별자치도 제주시 중앙로24길 21,
3534,제주세호해장국일도점,제주세호해장국일도점제주특별자치도 제주시 태성로2길 2,일반음식점,한식,제주특별자치도 제주시 태성로2길 2,
3535,요요,요요제주특별자치도 제주시 서광로 262,일반음식점,한식,제주특별자치도 제주시 서광로 262,
3536,아방도르다,아방도르다제주특별자치도 제주시 한경면 두신로 68,일반음식점,한식,제주특별자치도 제주시 한경면 두신로 68,
3537,커피를그리다 리다커피,커피를그리다 리다커피제주특별자치도 제주시 구산로 30,일반음식점,기타,제주특별자치도 제주시 구산로 30,
3538,옴막,옴막제주특별자치도 제주시 남성로11길 6,일반음식점,한식,제주특별자치도 제주시 남성로11길 6,
3539,들녘에,들녘에제주특별자치도 제주시 조천읍 일주동로 1214-9,일반음식점,한식,제주특별자치도 제주시 조천읍 일주동로 1214-9,
3540,제주한우곱창,제주한우곱창제주특별자치도 제주시 신대로 165,일반음식점,식육(숯불구이),제주특별자치도 제주시 신대로 165,
3541,하늘사랑채가든,하늘사랑채가든제주특별자치도 제주시 애월읍 하귀동남2길 25,일반음식점,한식,제주특별자치도 제주시 애월읍 하귀동남2길 25,
3542,백년가야밀면,백년가야밀면제주특별자치도 제주시 구좌읍 일주동로 3111,일반음식점,한식,제주특별자치도 제주시 구좌읍 일주동로 3111,
3543,한라축산정육식당,한라축산정육식당제주특별자치도 제주시 한림읍 한림상로 84,일반음식점,식육(숯불구이),제주특별자치도 제주시 한림읍 한림상로 84,
3544,넘버원한우곱창,넘버원한우곱창제주특별자치도 제주시 신산로 19-1 (일도이동),일반음식점,한식,제주특별자치도 제주시 신산로 19-1 (일도이동),
3545,개성회관,개성회관제주특별자치도 제주시 용해로 17,일반음식점,중국식,제주특별자치도 제주시 용해로 17,
