Column1,사업장명,사업장명add,업종구분대분류,업종구분소분류,주소,naver_map_url
7067,일품순두부도청점,일품순두부도청점제주특별자치도 제주시 문송길 41 (연동),일반음식점,한식,제주특별자치도 제주시 문송길 41 (연동),
7068,청일,청일제주특별자치도 제주시 월랑로12길 29 (노형동),일반음식점,한식,제주특별자치도 제주시 월랑로12길 29 (노형동),
7069,굽네치킨아라점,굽네치킨아라점제주특별자치도 제주시 중앙로 578 (아라일동,일반음식점,통닭(치킨),제주특별자치도 제주시 중앙로 578 (아라일동,
7070,다인가든1호점,다인가든1호점제주특별자치도 제주시 애월읍 애월해안로 400-9,일반음식점,한식,제주특별자치도 제주시 애월읍 애월해안로 400-9,
7071,무무,무무제주특별자치도 제주시 조천읍 선진길 88,일반음식점,까페,제주특별자치도 제주시 조천읍 선진길 88,
7072,티오,티오제주특별자치도 제주시 월랑로10길 2,일반음식점,까페,제주특별자치도 제주시 월랑로10길 2,
7073,여기요,여기요제주특별자치도 제주시 애월읍 하귀로 26,일반음식점,한식,제주특별자치도 제주시 애월읍 하귀로 26,
7074,코바코삼화지구점,코바코삼화지구점제주특별자치도 제주시 화삼로1길 20,일반음식점,호프/통닭,제주특별자치도 제주시 화삼로1길 20,
7075,산아름,산아름제주특별자치도 제주시 산천단동3길 25 (아라일동),일반음식점,한식,제주특별자치도 제주시 산천단동3길 25 (아라일동),
7076,(주)피자알볼로제주,(주)피자알볼로제주제주특별자치도 제주시 승천로 53,일반음식점,경양식,제주특별자치도 제주시 승천로 53,
7077,은희네해장국노형점,은희네해장국노형점제주특별자치도 제주시 원노형로 40,일반음식점,한식,제주특별자치도 제주시 원노형로 40,
7078,어놀문화센터삼화지구점,어놀문화센터삼화지구점제주특별자치도 제주시 건주로 65,일반음식점,한식,제주특별자치도 제주시 건주로 65,
7079,맛집세화식당,맛집세화식당제주특별자치도 제주시 구좌읍 세평항로 44,일반음식점,한식,제주특별자치도 제주시 구좌읍 세평항로 44,
7080,수라상,수라상제주특별자치도 제주시 연동10길 36 (연동,일반음식점,한식,제주특별자치도 제주시 연동10길 36 (연동,
7081,출세하는날,출세하는날제주특별자치도 제주시 용화로10길 1 (용담이동),일반음식점,호프/통닭,제주특별자치도 제주시 용화로10길 1 (용담이동),
7082,화산양꼬치2호점,화산양꼬치2호점제주특별자치도 제주시 신성로13길 17-1,일반음식점,호프/통닭,제주특별자치도 제주시 신성로13길 17-1,
7083,세이슌,세이슌제주특별자치도 제주시 서광로32길 34,일반음식점,호프/통닭,제주특별자치도 제주시 서광로32길 34,
7084,오떡신제주점,오떡신제주점제주특별자치도 제주시 원노형로 11 (노형동),일반음식점,호프/통닭,제주특별자치도 제주시 원노형로 11 (노형동),
7085,미순이국수,미순이국수제주특별자치도 제주시 동광로2길 7 (이도이동),일반음식점,한식,제주특별자치도 제주시 동광로2길 7 (이도이동),
7086,미미,미미제주특별자치도 제주시 애월읍 하귀로 32,일반음식점,한식,제주특별자치도 제주시 애월읍 하귀로 32,
7087,쿠잉,쿠잉제주특별자치도 제주시 과원북2길 66,일반음식점,까페,제주특별자치도 제주시 과원북2길 66,
7088,탐라국꾼서광로점,탐라국꾼서광로점제주특별자치도 제주시 서광로3길 21 (용담일동),일반음식점,통닭(치킨),제주특별자치도 제주시 서광로3길 21 (용담일동),
7089,혼밥대왕신제주점,혼밥대왕신제주점제주특별자치도 제주시 연동4길 6-6 (연동,일반음식점,한식,제주특별자치도 제주시 연동4길 6-6 (연동,
7090,화북공단,화북공단제주특별자치도 제주시 선반로 67,일반음식점,한식,제주특별자치도 제주시 선반로 67,
7091,은희네,은희네제주특별자치도 제주시 고마로13길 8 (일도이동),일반음식점,한식,제주특별자치도 제주시 고마로13길 8 (일도이동),
7092,국가대표야식클라쓰,국가대표야식클라쓰제주특별자치도 제주시 연수로3길 20 (일도이동),일반음식점,식육(숯불구이),제주특별자치도 제주시 연수로3길 20 (일도이동),
7093,몽실이네,몽실이네제주특별자치도 제주시 한림읍 한림로 669-1,일반음식점,한식,제주특별자치도 제주시 한림읍 한림로 669-1,
7094,머물다정식,머물다정식제주특별자치도 제주시 구좌읍 월정중길 20,일반음식점,한식,제주특별자치도 제주시 구좌읍 월정중길 20,
7095,명리동식당세화점,명리동식당세화점제주특별자치도 제주시 구좌읍 일주동로 3010-17,일반음식점,한식,제주특별자치도 제주시 구좌읍 일주동로 3010-17,
7096,설레임,설레임제주특별자치도 제주시 애월읍 일주서로 5999-1,일반음식점,한식,제주특별자치도 제주시 애월읍 일주서로 5999-1,
7097,곱전,곱전제주특별자치도 제주시 동광로8길 35-12,일반음식점,한식,제주특별자치도 제주시 동광로8길 35-12,
7098,도나망,도나망제주특별자치도 제주시 조천읍 일주동로 1208,일반음식점,한식,제주특별자치도 제주시 조천읍 일주동로 1208,
7099,안주맛집,안주맛집제주특별자치도 제주시 한경면 고산로 43,일반음식점,한식,제주특별자치도 제주시 한경면 고산로 43,
7100,탑동로17,탑동로17제주특별자치도 제주시 탑동로 17,일반음식점,한식,제주특별자치도 제주시 탑동로 17,
7101,아는동생,아는동생제주특별자치도 제주시 서사로 109-1,일반음식점,한식,제주특별자치도 제주시 서사로 109-1,
7102,비비큐삼도점,비비큐삼도점제주특별자치도 제주시 서사로17길 1 (삼도일동),일반음식점,패스트푸드,제주특별자치도 제주시 서사로17길 1 (삼도일동),
7103,오복뼈갈비,오복뼈갈비제주특별자치도 제주시 오복4길 20 (이도이동),일반음식점,한식,제주특별자치도 제주시 오복4길 20 (이도이동),
7104,옛집,옛집제주특별자치도 제주시 연동4길 6-3 (연동),일반음식점,한식,제주특별자치도 제주시 연동4길 6-3 (연동),
7105,베이징,베이징제주특별자치도 제주시 한림읍 일주서로 5125,일반음식점,한식,제주특별자치도 제주시 한림읍 일주서로 5125,
7106,토방,토방제주특별자치도 제주시 천수로 39 (일도이동,일반음식점,한식,제주특별자치도 제주시 천수로 39 (일도이동,
7107,해찬,해찬제주특별자치도 제주시 금산5길 30-10,일반음식점,횟집,제주특별자치도 제주시 금산5길 30-10,
7108,치킨신드롬신제주점,치킨신드롬신제주점제주특별자치도 제주시 연동10길 4 (연동),일반음식점,호프/통닭,제주특별자치도 제주시 연동10길 4 (연동),
7109,낚시꾼,낚시꾼제주특별자치도 제주시 신대로16길 37-1 (연동),일반음식점,식육(숯불구이),제주특별자치도 제주시 신대로16길 37-1 (연동),
7110,참닭갈비신제주점,참닭갈비신제주점제주특별자치도 제주시 신광로4길 1 (연동),일반음식점,한식,제주특별자치도 제주시 신광로4길 1 (연동),
7111,금순이네,금순이네제주특별자치도 제주시 정존1길 31,일반음식점,식육(숯불구이),제주특별자치도 제주시 정존1길 31,
7112,명품푸드,명품푸드제주특별자치도 제주시 남성로 156-2,일반음식점,통닭(치킨),제주특별자치도 제주시 남성로 156-2,
7113,제인웰빙하우스,제인웰빙하우스제주특별자치도 제주시 구좌읍 해맞이해안로 1852,일반음식점,기타,제주특별자치도 제주시 구좌읍 해맞이해안로 1852,
7114,오리한마당,오리한마당제주특별자치도 제주시 남성로 34 (용담일동),일반음식점,탕류(보신용),제주특별자치도 제주시 남성로 34 (용담일동),
7115,르베일,르베일제주특별자치도 제주시 서해안로 264,일반음식점,기타,제주특별자치도 제주시 서해안로 264,
7116,만두랑돈찜,만두랑돈찜제주특별자치도 제주시 복지로3길 1-2,일반음식점,한식,제주특별자치도 제주시 복지로3길 1-2,
7117,화산양꼬치,화산양꼬치제주특별자치도 제주시 서광로32길 18-1,일반음식점,식육(숯불구이),제주특별자치도 제주시 서광로32길 18-1,
7118,탁이네포차,탁이네포차제주특별자치도 제주시 서사로 103 (삼도일동),일반음식점,호프/통닭,제주특별자치도 제주시 서사로 103 (삼도일동),
7119,아살람,아살람제주특별자치도 제주시 중앙로2길 7 (삼도이동),일반음식점,한식,제주특별자치도 제주시 중앙로2길 7 (삼도이동),
7120,삼대국수회관노형점,삼대국수회관노형점제주특별자치도 제주시 노형13길 11,일반음식점,한식,제주특별자치도 제주시 노형13길 11,
7121,포시즌비발디,,일반음식점,기타,,
7122,비발디,비발디제주특별자치도 제주시 중앙로12길 35,일반음식점,한식,제주특별자치도 제주시 중앙로12길 35,
7123,산지물신제주점,산지물신제주점제주특별자치도 제주시 신대로10길 53 (연동),일반음식점,한식,제주특별자치도 제주시 신대로10길 53 (연동),
7124,그계절,그계절제주특별자치도 제주시 구좌읍 한동로 119,일반음식점,한식,제주특별자치도 제주시 구좌읍 한동로 119,
7125,해물섬,해물섬제주특별자치도 제주시 애월읍 애월로11길 19,일반음식점,한식,제주특별자치도 제주시 애월읍 애월로11길 19,
7126,엄지흑돼지,엄지흑돼지제주특별자치도 제주시 애월읍 일주서로 6701,일반음식점,한식,제주특별자치도 제주시 애월읍 일주서로 6701,
7127,도르라갈비,도르라갈비제주특별자치도 제주시 성신로2길 21 (연동),일반음식점,한식,제주특별자치도 제주시 성신로2길 21 (연동),
7128,이스트키친,이스트키친제주특별자치도 제주시 구좌읍 해맞이해안로 2486-21,일반음식점,한식,제주특별자치도 제주시 구좌읍 해맞이해안로 2486-21,
7129,제이비블랑,제이비블랑제주특별자치도 제주시 진목5길 1,일반음식점,기타,제주특별자치도 제주시 진목5길 1,
7130,평화가꽃피는섬,평화가꽃피는섬제주특별자치도 제주시 관덕로6길 17,일반음식점,한식,제주특별자치도 제주시 관덕로6길 17,
7131,제주라마다서우봉비치(서우봉가든),제주라마다서우봉비치(서우봉가든)제주특별자치도 제주시 조천읍 함덕6길 10,일반음식점,한식,제주특별자치도 제주시 조천읍 함덕6길 10,
7132,해차롱,해차롱제주특별자치도 제주시 애월읍 금성상3길 19,일반음식점,한식,제주특별자치도 제주시 애월읍 금성상3길 19,
7133,분짜싸이공,분짜싸이공제주특별자치도 제주시 임항로 80,일반음식점,한식,제주특별자치도 제주시 임항로 80,
7134,뉴코리아나호텔구내,뉴코리아나호텔구내제주특별자치도 제주시 은남길 37,일반음식점,한식,제주특별자치도 제주시 은남길 37,
7135,노형궁중,노형궁중제주특별자치도 제주시 천수동로 26,일반음식점,뷔페식,제주특별자치도 제주시 천수동로 26,
7136,도둑고양이,도둑고양이제주특별자치도 제주시 진군길 1-9 (노형동),일반음식점,기타,제주특별자치도 제주시 진군길 1-9 (노형동),
7137,이국향,이국향제주특별자치도 제주시 삼무로 70 (연동),일반음식점,한식,제주특별자치도 제주시 삼무로 70 (연동),
7138,향래식당,향래식당제주특별자치도 제주시 가령로 41 (이도이동),일반음식점,호프/통닭,제주특별자치도 제주시 가령로 41 (이도이동),
7139,아름,아름제주특별자치도 제주시 조천읍 교래3길 24,일반음식점,한식,제주특별자치도 제주시 조천읍 교래3길 24,
7140,신춘하추동,신춘하추동제주특별자치도 제주시 광양7길 14,일반음식점,한식,제주특별자치도 제주시 광양7길 14,
7141,들물갈비,들물갈비제주특별자치도 제주시 임항로 272-1 (건입동),일반음식점,한식,제주특별자치도 제주시 임항로 272-1 (건입동),
7142,지붕위제주바다,지붕위제주바다제주특별자치도 제주시 구좌읍 평대2길 17,일반음식점,기타,제주특별자치도 제주시 구좌읍 평대2길 17,
7143,월스낵,월스낵제주특별자치도 제주시 구좌읍 월정1길 70-5,일반음식점,기타,제주특별자치도 제주시 구좌읍 월정1길 70-5,
7144,조아라아구찜본점,조아라아구찜본점제주특별자치도 제주시 용화로4길 11,일반음식점,기타,제주특별자치도 제주시 용화로4길 11,
7145,비금향,비금향제주특별자치도 제주시 애월읍 항몽로 133,일반음식점,기타,제주특별자치도 제주시 애월읍 항몽로 133,
7146,전티마이베트남쌀국수제주한라점,전티마이베트남쌀국수제주한라점제주특별자치도 제주시 한라대학로 73-1 (노형동),일반음식점,분식,제주특별자치도 제주시 한라대학로 73-1 (노형동),
7147,영일만,영일만제주특별자치도 제주시 한림읍 한림로 650,일반음식점,한식,제주특별자치도 제주시 한림읍 한림로 650,
7148,오라맛짱김밥,오라맛짱김밥제주특별자치도 제주시 오라로16길 16 (오라일동),일반음식점,김밥(도시락),제주특별자치도 제주시 오라로16길 16 (오라일동),
7149,핵밥제주시청점,핵밥제주시청점제주특별자치도 제주시 광양14길 7 (이도이동),일반음식점,분식,제주특별자치도 제주시 광양14길 7 (이도이동),
7150,길벗,길벗제주특별자치도 제주시 월광로 162 (노형동),일반음식점,한식,제주특별자치도 제주시 월광로 162 (노형동),
7151,오이모네,오이모네제주특별자치도 제주시 구좌읍 세화3길 30,일반음식점,한식,제주특별자치도 제주시 구좌읍 세화3길 30,
7152,불덕꼬치구이,불덕꼬치구이제주특별자치도 제주시 도남로 39 (도남동),일반음식점,호프/통닭,제주특별자치도 제주시 도남로 39 (도남동),
7153,황제감자탕,황제감자탕제주특별자치도 제주시 애월읍 광성로 264,일반음식점,호프/통닭,제주특별자치도 제주시 애월읍 광성로 264,
7154,해변풍경횟집,해변풍경횟집제주특별자치도 제주시 서해안로 472 (용담삼동),일반음식점,회집,제주특별자치도 제주시 서해안로 472 (용담삼동),
7155,모이모이,모이모이제주특별자치도 제주시 한림읍 귀덕8길 39,일반음식점,한식,제주특별자치도 제주시 한림읍 귀덕8길 39,
7156,충세흑돼지정육식당,충세흑돼지정육식당제주특별자치도 제주시 조천읍 신북로 188,일반음식점,한식,제주특별자치도 제주시 조천읍 신북로 188,
7157,삼성호어부횟집,삼성호어부횟집제주특별자치도 제주시 월대5길 35 (외도이동),일반음식점,한식,제주특별자치도 제주시 월대5길 35 (외도이동),
7158,유노,유노제주특별자치도 제주시 흥운길 19,일반음식점,식육(숯불구이),제주특별자치도 제주시 흥운길 19,
7159,연동마라도,연동마라도제주특별자치도 제주시 신광로8길 3 (연동),일반음식점,횟집,제주특별자치도 제주시 신광로8길 3 (연동),
7160,고우니제주를담다말흑돼지전복삼합전문점,고우니제주를담다말흑돼지전복삼합전문점제주특별자치도 제주시 애월읍 애월해안로 857,일반음식점,한식,제주특별자치도 제주시 애월읍 애월해안로 857,
7161,셔츠,셔츠제주특별자치도 제주시 신대로14길 29,일반음식점,호프/통닭,제주특별자치도 제주시 신대로14길 29,
7162,세븐바,세븐바제주특별자치도 제주시 우정로13길 4,일반음식점,호프/통닭,제주특별자치도 제주시 우정로13길 4,
7163,서울빈대떡,서울빈대떡제주특별자치도 제주시 고마로 134 (이도이동),일반음식점,까페,제주특별자치도 제주시 고마로 134 (이도이동),
7164,간이역정동역점,간이역정동역점제주특별자치도 제주시 원노형로 43 (노형동),일반음식점,호프/통닭,제주특별자치도 제주시 원노형로 43 (노형동),
7165,야무진냄비,야무진냄비제주특별자치도 제주시 용문로 144-1 (용담이동),일반음식점,한식,제주특별자치도 제주시 용문로 144-1 (용담이동),
7166,마이프렌,마이프렌제주특별자치도 제주시 신성로 21 (도남동,일반음식점,호프/통닭,제주특별자치도 제주시 신성로 21 (도남동,
7167,선화,선화제주특별자치도 제주시 평전길 1 (삼도일동,일반음식점,한식,제주특별자치도 제주시 평전길 1 (삼도일동,
7168,미나리,미나리제주특별자치도 제주시 삼무로11길 34 (연동,일반음식점,한식,제주특별자치도 제주시 삼무로11길 34 (연동,
7169,대명정육식당,대명정육식당제주특별자치도 제주시 수덕11길 45 (노형동),일반음식점,식육(숯불구이),제주특별자치도 제주시 수덕11길 45 (노형동),
7170,예소담,예소담제주특별자치도 제주시 조천읍 신북로 544,일반음식점,한식,제주특별자치도 제주시 조천읍 신북로 544,
7171,봉덕뜨락금능점,봉덕뜨락금능점제주특별자치도 제주시 한림읍 한림로 121-3,일반음식점,횟집,제주특별자치도 제주시 한림읍 한림로 121-3,
7172,오당빌레촌,오당빌레촌제주특별자치도 제주시 애월읍 오당빌레길 8,일반음식점,한식,제주특별자치도 제주시 애월읍 오당빌레길 8,
7173,코코스,코코스제주특별자치도 제주시 신광로10길 지하 18 (연동),일반음식점,까페,제주특별자치도 제주시 신광로10길 지하 18 (연동),
7174,먹먹쥐먹고프면억어야쥐,먹먹쥐먹고프면억어야쥐제주특별자치도 제주시 천수로 68,일반음식점,통닭(치킨),제주특별자치도 제주시 천수로 68,
7175,동구네편의점수산물,동구네편의점수산물제주특별자치도 제주시 도두항서길 42 (도두일동),일반음식점,기타,제주특별자치도 제주시 도두항서길 42 (도두일동),
7176,막창상회용담본점,막창상회용담본점제주특별자치도 제주시 흥운길 16 (용담이동),일반음식점,식육(숯불구이),제주특별자치도 제주시 흥운길 16 (용담이동),
7177,한촌설렁탕삼화점,한촌설렁탕삼화점제주특별자치도 제주시 일주동로 285 (삼양삼동),일반음식점,한식,제주특별자치도 제주시 일주동로 285 (삼양삼동),
7178,일도호수,일도호수제주특별자치도 제주시 청귤로3길 42-5 (이도이동),일반음식점,한식,제주특별자치도 제주시 청귤로3길 42-5 (이도이동),
7179,가이아,가이아제주특별자치도 제주시 연동7길 4 (연동),일반음식점,한식,제주특별자치도 제주시 연동7길 4 (연동),
7180,비원한우등심,비원한우등심제주특별자치도 제주시 수목원길 3-1 (노형동,일반음식점,한식,제주특별자치도 제주시 수목원길 3-1 (노형동,
7181,라헨느레이크,,일반음식점,경양식,,
7182,새재암식당,새재암식당제주특별자치도 제주시 한림읍 한림로 346,일반음식점,한식,제주특별자치도 제주시 한림읍 한림로 346,
7183,목포홍탁집,목포홍탁집제주특별자치도 제주시 신대로10길 32 (연동,일반음식점,한식,제주특별자치도 제주시 신대로10길 32 (연동,
7184,광성식당,,일반음식점,한식,,
7185,돈세상,돈세상제주특별자치도 제주시 가령골2길 4 (이도이동),일반음식점,일식,제주특별자치도 제주시 가령골2길 4 (이도이동),
7186,영희,영희제주특별자치도 제주시 동한두기길 15 (용담일동),일반음식점,한식,제주특별자치도 제주시 동한두기길 15 (용담일동),
7187,천둥소리,천둥소리제주특별자치도 제주시 원남6길 5 (도남동),일반음식점,식육(숯불구이),제주특별자치도 제주시 원남6길 5 (도남동),
7188,나성갈비제주화북점,나성갈비제주화북점제주특별자치도 제주시 일주동로 260 (화북일동),일반음식점,한식,제주특별자치도 제주시 일주동로 260 (화북일동),
7189,쌍팔련도,쌍팔련도제주특별자치도 제주시 연수로1길 2 (일도이동),일반음식점,식육(숯불구이),제주특별자치도 제주시 연수로1길 2 (일도이동),
7190,진지상,진지상제주특별자치도 제주시 다랑곶길 10 (노형동,일반음식점,한식,제주특별자치도 제주시 다랑곶길 10 (노형동,
7191,이가촌,이가촌제주특별자치도 제주시 연북로 164,일반음식점,한식,제주특별자치도 제주시 연북로 164,
7192,이도국밥,이도국밥제주특별자치도 제주시 남광로 7 (이도이동),일반음식점,한식,제주특별자치도 제주시 남광로 7 (이도이동),
7193,삼대국수회관신제주점,삼대국수회관신제주점제주특별자치도 제주시 신대로20길 32 (연동),일반음식점,한식,제주특별자치도 제주시 신대로20길 32 (연동),
7194,호,호제주특별자치도 제주시 원노형남1길 17,일반음식점,까페,제주특별자치도 제주시 원노형남1길 17,
7195,효진,효진제주특별자치도 제주시 동문로 35-1 (일도일동,일반음식점,까페,제주특별자치도 제주시 동문로 35-1 (일도일동,
7196,모살왓,모살왓제주특별자치도 제주시 한경면 두신로 21-28,일반음식점,한식,제주특별자치도 제주시 한경면 두신로 21-28,
7197,자연뜨락,자연뜨락제주특별자치도 제주시 연화로2길 16-1 (연동),일반음식점,한식,제주특별자치도 제주시 연화로2길 16-1 (연동),
7198,아사히,아사히제주특별자치도 제주시 과원북4길 85 (연동),일반음식점,일식,제주특별자치도 제주시 과원북4길 85 (연동),
7199,칠일칠팔,칠일칠팔제주특별자치도 제주시 한림읍 문화길 5,일반음식점,한식,제주특별자치도 제주시 한림읍 문화길 5,
7200,제주김만복본점,제주김만복본점제주특별자치도 제주시 오라로 41,일반음식점,한식,제주특별자치도 제주시 오라로 41,
7201,노가리점빵,노가리점빵제주특별자치도 제주시 고마로 38,일반음식점,호프/통닭,제주특별자치도 제주시 고마로 38,
7202,치킨과바람피자제주2호점,치킨과바람피자제주2호점제주특별자치도 제주시 신성로 29,일반음식점,한식,제주특별자치도 제주시 신성로 29,
7203,모미국수,모미국수제주특별자치도 제주시 동문로 91-1 (건입동),일반음식점,통닭(치킨),제주특별자치도 제주시 동문로 91-1 (건입동),
7204,네네치킨일도점,네네치킨일도점제주특별자치도 제주시 청귤로3길 51 (이도이동),일반음식점,통닭(치킨),제주특별자치도 제주시 청귤로3길 51 (이도이동),
7205,노다지,,일반음식점,식육(숯불구이),,
7206,우정양꼬치,우정양꼬치제주특별자치도 제주시 우정로13길 9 (외도일동),일반음식점,한식,제주특별자치도 제주시 우정로13길 9 (외도일동),
7207,다인리조트,다인리조트제주특별자치도 제주시 애월읍 애월해안로 400-14,일반음식점,한식,제주특별자치도 제주시 애월읍 애월해안로 400-14,
7208,동문카페,동문카페제주특별자치도 제주시 중앙로 26,일반음식점,호프/통닭,제주특별자치도 제주시 중앙로 26,
7209,부부족발,,일반음식점,한식,,
7210,경일낙지,경일낙지제주특별자치도 제주시 다랑곶길 30,일반음식점,한식,제주특별자치도 제주시 다랑곶길 30,
7211,꼬엥,꼬엥제주특별자치도 제주시 중앙로12길 6 (이도일동),일반음식점,경양식,제주특별자치도 제주시 중앙로12길 6 (이도일동),
7212,통큰순대집,통큰순대집제주특별자치도 제주시 동광로1길 32,일반음식점,한식,제주특별자치도 제주시 동광로1길 32,
7213,그분포차,그분포차제주특별자치도 제주시 진군4길 18 (노형동),일반음식점,한식,제주특별자치도 제주시 진군4길 18 (노형동),
7214,태양상회,태양상회제주특별자치도 제주시 중앙로2길 31,일반음식점,중국식,제주특별자치도 제주시 중앙로2길 31,
7215,칠성포차제원점,칠성포차제원점제주특별자치도 제주시 신대로14길 51,일반음식점,호프/통닭,제주특별자치도 제주시 신대로14길 51,
7216,웅지,웅지제주특별자치도 제주시 진군중길 16 (노형동),일반음식점,한식,제주특별자치도 제주시 진군중길 16 (노형동),
7217,다시또오리,다시또오리제주특별자치도 제주시 연삼로 514 (일도이동),일반음식점,한식,제주특별자치도 제주시 연삼로 514 (일도이동),
7218,무진장오라점,무진장오라점제주특별자치도 제주시 서광로2길 11-9,일반음식점,한식,제주특별자치도 제주시 서광로2길 11-9,
7219,덤장돌삼겹,덤장돌삼겹제주특별자치도 제주시 서해안로 500,일반음식점,한식,제주특별자치도 제주시 서해안로 500,
7220,사랑채,사랑채제주특별자치도 제주시 원남6길 11 (도남동),일반음식점,호프/통닭,제주특별자치도 제주시 원남6길 11 (도남동),
7221,두마리찜닭두찜제주한림점,두마리찜닭두찜제주한림점제주특별자치도 제주시 한림읍 한림중앙로 41,일반음식점,통닭(치킨),제주특별자치도 제주시 한림읍 한림중앙로 41,
7222,빈대떡과사름덜용담점,빈대떡과사름덜용담점제주특별자치도 제주시 용화로 39 (용담이동),일반음식점,한식,제주특별자치도 제주시 용화로 39 (용담이동),
7223,동문시장금복국수,동문시장금복국수제주특별자치도 제주시 동문로 16 (일도일동),일반음식점,한식,제주특별자치도 제주시 동문로 16 (일도일동),
7224,한일동문식당,한일동문식당제주특별자치도 제주시 동문로 6-4,일반음식점,식육(숯불구이),제주특별자치도 제주시 동문로 6-4,
7225,후레쉬돈까스,후레쉬돈까스제주특별자치도 제주시 서광로2길 33,일반음식점,한식,제주특별자치도 제주시 서광로2길 33,
7226,우돈채,우돈채제주특별자치도 제주시 남광로2길 17-14,일반음식점,한식,제주특별자치도 제주시 남광로2길 17-14,
7227,김녕함바그집,김녕함바그집제주특별자치도 제주시 구좌읍 김녕로21길 9,일반음식점,한식,제주특별자치도 제주시 구좌읍 김녕로21길 9,
7228,우미노식탁,우미노식탁제주특별자치도 제주시 애월읍 금성5길 42-24,일반음식점,기타,제주특별자치도 제주시 애월읍 금성5길 42-24,
7229,미풍해장국제주항점,미풍해장국제주항점제주특별자치도 제주시 임항로 80,일반음식점,한식,제주특별자치도 제주시 임항로 80,
7230,마카로워,마카로워제주특별자치도 제주시 신설로9길 12-3,일반음식점,기타,제주특별자치도 제주시 신설로9길 12-3,
7231,리하의커리,리하의커리제주특별자치도 제주시 조천읍 조천3길 3,일반음식점,기타,제주특별자치도 제주시 조천읍 조천3길 3,
7232,모슬포항부두식당2호점,모슬포항부두식당2호점제주특별자치도 제주시 애월읍 애월로 33,일반음식점,중국식,제주특별자치도 제주시 애월읍 애월로 33,
7233,제이,제이제주특별자치도 제주시 신대로12길 37-1,일반음식점,기타,제주특별자치도 제주시 신대로12길 37-1,
7234,낭그늘,낭그늘제주특별자치도 제주시 신산로 44,일반음식점,한식,제주특별자치도 제주시 신산로 44,
7235,더전복,더전복제주특별자치도 제주시 도두항서길 53 (도두일동),일반음식점,한식,제주특별자치도 제주시 도두항서길 53 (도두일동),
7236,수정횟집,수정횟집제주특별자치도 제주시 삼성로 47 (일도이동),일반음식점,횟집,제주특별자치도 제주시 삼성로 47 (일도이동),
7237,돈뜨레용담점,돈뜨레용담점제주특별자치도 제주시 서해안로 644 (용담삼동),일반음식점,한식,제주특별자치도 제주시 서해안로 644 (용담삼동),
7238,마당집,마당집제주특별자치도 제주시 한림읍 한림로12길 1-4,일반음식점,식육(숯불구이),제주특별자치도 제주시 한림읍 한림로12길 1-4,
7239,만금토속,만금토속제주특별자치도 제주시 도남로15길 11 (도남동,일반음식점,한식,제주특별자치도 제주시 도남로15길 11 (도남동,
7240,교촌치킨제주1호,교촌치킨제주1호제주특별자치도 제주시 삼무로 50,일반음식점,통닭(치킨),제주특별자치도 제주시 삼무로 50,
7241,니하우,니하우제주특별자치도 제주시 탑동로 66 (삼도이동),일반음식점,한식,제주특별자치도 제주시 탑동로 66 (삼도이동),
7242,더블루,더블루제주특별자치도 제주시 탑동로 66 (삼도이동),일반음식점,한식,제주특별자치도 제주시 탑동로 66 (삼도이동),
7243,스코트라,스코트라제주특별자치도 제주시 탑동로 66 (삼도이동),일반음식점,경양식,제주특별자치도 제주시 탑동로 66 (삼도이동),
7244,대문집,대문집제주특별자치도 제주시 한림읍 한림로 484,일반음식점,한식,제주특별자치도 제주시 한림읍 한림로 484,
7245,해양호,해양호제주특별자치도 제주시 일주서로 7620 (이호이동,일반음식점,회집,제주특별자치도 제주시 일주서로 7620 (이호이동,
7246,삼촌과조카본점,삼촌과조카본점제주특별자치도 제주시 흥운길 39 (용담이동,일반음식점,식육(숯불구이),제주특별자치도 제주시 흥운길 39 (용담이동,
7247,하르방밀면신제주점,하르방밀면신제주점제주특별자치도 제주시 수덕9길 67 (노형동),일반음식점,한식,제주특별자치도 제주시 수덕9길 67 (노형동),
7248,영평원두막가든,영평원두막가든제주특별자치도 제주시 영평길 185-1 (영평동),일반음식점,한식,제주특별자치도 제주시 영평길 185-1 (영평동),
7249,2도비어제주연동점,2도비어제주연동점제주특별자치도 제주시 신광로10길 22 (연동),일반음식점,식육(숯불구이),제주특별자치도 제주시 신광로10길 22 (연동),
7250,데코보코,데코보코제주특별자치도 제주시 관덕로17길 15 (일도일동),일반음식점,호프/통닭,제주특별자치도 제주시 관덕로17길 15 (일도일동),
7251,백년가게일곱물,백년가게일곱물제주특별자치도 제주시 고전길 32 (이도일동,일반음식점,한식,제주특별자치도 제주시 고전길 32 (이도일동,
7252,민자,민자제주특별자치도 제주시 동문로4길 9 (일도일동),일반음식점,한식,제주특별자치도 제주시 동문로4길 9 (일도일동),
7253,부비곶뼈해장국,부비곶뼈해장국제주특별자치도 제주시 도남로 7 (도남동),일반음식점,호프/통닭,제주특별자치도 제주시 도남로 7 (도남동),
7254,진홍식당,진홍식당제주특별자치도 제주시 신광로8길 5 (연동),일반음식점,호프/통닭,제주특별자치도 제주시 신광로8길 5 (연동),
7255,희양양연동점,희양양연동점제주특별자치도 제주시 삼무로3길 42,일반음식점,한식,제주특별자치도 제주시 삼무로3길 42,
7256,송가네식당,송가네식당제주특별자치도 제주시 구좌읍 중산간동로 2245-1,일반음식점,한식,제주특별자치도 제주시 구좌읍 중산간동로 2245-1,
