,Unnamed: 0,사업장명,업종구분대분류,업종구분소분류,소재지전체주소,naver_map_url
1372,1373,씨유제주금악점,휴게음식점,편의점,제주특별자치도 제주시 한림읍 금악리 1953번지 ,https://pcmap.place.naver.com/restaurant/1468539240/review/visitor#
1373,1374,스윗대디,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 1951-4번지 지하층 ,https://pcmap.place.naver.com/restaurant/36819680/review/visitor#
1374,1375,스위그커피,휴게음식점,커피숍,제주특별자치도 제주시 아라일동 368-15번지 ,https://pcmap.place.naver.com/restaurant/1511684539/review/visitor#
1375,1376,시땅,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 고내리 503-1번지 ,https://pcmap.place.naver.com/restaurant/288223473/review/visitor#
1376,1377,이순신김밥,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 애월읍 신엄리 2794-1 ,https://pcmap.place.naver.com/restaurant/1773164706/review/visitor#
1377,1378,씨유제주하가리연꽃점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 애월읍 하가리 1524-2번지 ,https://pcmap.place.naver.com/restaurant/432626563/review/visitor#
1378,1379,세븐일레븐제주가이아호텔점,휴게음식점,편의점,제주특별자치도 제주시 연동 272-4번지 (1층) ,https://pcmap.place.naver.com/restaurant/31874248/review/visitor#
1379,1380,파이굽는돌담집,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 아라일동 6054-11번지 ,https://pcmap.place.naver.com/restaurant/36452593/review/visitor#
1380,1381,씨유제주동부관광점,휴게음식점,편의점,제주특별자치도 제주시 조천읍 조천리 1446-6 ,https://pcmap.place.naver.com/restaurant/36605893/review/visitor#
1381,1382,미스틱3도,휴게음식점,커피숍,제주특별자치도 제주시 노형동 291-10 ,https://pcmap.place.naver.com/restaurant/1864122424/review/visitor#
1382,1383,여우별,휴게음식점,커피숍,제주특별자치도 제주시 삼도일동 535-3번지 ,https://pcmap.place.naver.com/restaurant/36094973/review/visitor#
1383,1384,바써가르텐,휴게음식점,일반조리판매,제주특별자치도 제주시 한경면 조수리 3041번지 ,https://pcmap.place.naver.com/restaurant/1442975235/review/visitor#
1384,1385,세븐일레븐제주애월신엄점,휴게음식점,편의점,제주특별자치도 제주시 애월읍 신엄리 2409-3번지 ,https://pcmap.place.naver.com/restaurant/1811083559/review/visitor#
1385,1386,생느행,휴게음식점,커피숍,제주특별자치도 제주시 일도일동 1298-6 ,https://pcmap.place.naver.com/restaurant/37497999/review/visitor#
1386,1387,보미네분식,휴게음식점,일반조리판매,제주특별자치도 제주시 한림읍 한림리 1305-1번지 ,https://pcmap.place.naver.com/restaurant/973165151/review/visitor#
1387,1388,이쁜이모네,휴게음식점,일반조리판매,제주특별자치도 제주시 노형동 741-1번지 ,https://pcmap.place.naver.com/restaurant/20689500/review/visitor#
1388,1389,샘타이,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 고내리 390번지 ,https://pcmap.place.naver.com/restaurant/1955060744/review/visitor#
1389,1390,씨유제주한일시티점,휴게음식점,편의점,제주특별자치도 제주시 연동 2325-7번지 ,https://pcmap.place.naver.com/restaurant/36605883/review/visitor#
1390,1391,구름위에둥둥,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 2029-1번지 ,https://pcmap.place.naver.com/restaurant/1631575384/review/visitor#
1391,1392,맛짱김밥인제점,휴게음식점,일반조리판매,제주특별자치도 제주시 일도이동 378-19번지 ,https://pcmap.place.naver.com/restaurant/11691537/review/visitor#
1392,1393,차차신창,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 한경면 신창리 1371-3 ,https://pcmap.place.naver.com/restaurant/1246077023/review/visitor#
1393,1394,GS25제주서부관광점,휴게음식점,편의점,제주특별자치도 제주시 해안동 2354번지 ,https://pcmap.place.naver.com/restaurant/36210208/review/visitor#
1394,1395,씨유제주한라점,휴게음식점,편의점,제주특별자치도 제주시 노형동 748번지 ,https://pcmap.place.naver.com/restaurant/1657337186/review/visitor#
1395,1396,제주김만복동문시장점,휴게음식점,일반조리판매,제주특별자치도 제주시 삼도이동 1158-36번지 ,https://pcmap.place.naver.com/restaurant/37609800/review/visitor#
1396,1397,세븐일레븐제주대학병원점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 아라일동 1798번지 ,https://pcmap.place.naver.com/restaurant/1767563420/review/visitor#
1397,1398,우연히도착한그곳,휴게음식점,커피숍,제주특별자치도 제주시 우도면 연평리 1745-1번지 ,https://pcmap.place.naver.com/restaurant/1405476691/review/visitor#
1398,1399,지에스25제주일도점,휴게음식점,편의점,제주특별자치도 제주시 일도이동 48-2 ,https://pcmap.place.naver.com/restaurant/20081747/review/visitor#
1399,1400,올챙이,휴게음식점,일반조리판매,제주특별자치도 제주시 조천읍 신촌리 1818번지 (1층) ,https://pcmap.place.naver.com/restaurant/16689458/review/visitor#
1400,1401,(주)쁠랑뜨,휴게음식점,커피숍,제주특별자치도 제주시 노형동 288-25번지 ,https://pcmap.place.naver.com/restaurant/647398108/review/visitor#
1401,1402,지에스25관광대기숙사점,휴게음식점,편의점,제주특별자치도 제주시 애월읍 광령리 2527번지 ,https://pcmap.place.naver.com/restaurant/527073717/review/visitor#
1402,1403,씨유제주우도해안점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 우도면 연평리 965번지 ,https://pcmap.place.naver.com/restaurant/72471374/review/visitor#
1403,1404,오라마트,휴게음식점,편의점,제주특별자치도 제주시 연동 261-17번지 ,https://pcmap.place.naver.com/restaurant/34783206/review/visitor#
1404,1405,씨유제주신촌누리점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 조천읍 신촌리 1894-1번지 ,https://pcmap.place.naver.com/restaurant/38758976/review/visitor#
1405,1406,베이비카페어놀,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 노형동 1288-5번지 노형타워 ,https://pcmap.place.naver.com/restaurant/36630096/review/visitor#
1406,1407,그랜드김밥,휴게음식점,일반조리판매,제주특별자치도 제주시 연동 303-17번지 외6필지 ,https://pcmap.place.naver.com/restaurant/1156807774/review/visitor#
1407,1408,집밥이여사,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 노형동 2860번지 제주시농협하나로유통센터 ,https://pcmap.place.naver.com/restaurant/124820579/review/visitor#
1408,1409,씨유제주세화중앙점,휴게음식점,편의점,제주특별자치도 제주시 구좌읍 세화리 1465-3번지 (1층) ,https://pcmap.place.naver.com/restaurant/19366683/review/visitor#
1409,1410,초록꿈,휴게음식점,일반조리판매,제주특별자치도 제주시 회천동 2981-4번지 ,https://pcmap.place.naver.com/restaurant/21403122/review/visitor#
1410,1411,컴플리트,휴게음식점,커피숍,제주특별자치도 제주시 연동 1523-3번지 ,https://pcmap.place.naver.com/restaurant/35394926/review/visitor#
1411,1412,카페이시도르,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 한림읍 금악리 117번지 성이시돌센터전시관 ,https://pcmap.place.naver.com/restaurant/1885671682/review/visitor#
1412,1413,귤하르방구좌점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 구좌읍 평대리 515-28번지 ,https://pcmap.place.naver.com/restaurant/1067614598/review/visitor#
1413,1414,씨유제주고산점,휴게음식점,편의점,제주특별자치도 제주시 한경면 고산리 2822-17번지 ,https://pcmap.place.naver.com/restaurant/36605891/review/visitor#
1414,1415,더블유삼공칠오,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 하도리 3075번지 ,https://pcmap.place.naver.com/restaurant/935195553/review/visitor#
1415,1416,쵸비돈가스,휴게음식점,일반조리판매,제주특별자치도 제주시 이도이동 1054-5 ,https://pcmap.place.naver.com/restaurant/1651110614/review/visitor#
1416,1417,분식꾸러기,휴게음식점,일반조리판매,제주특별자치도 제주시 한림읍 한림리 1454-17번지 (1층) ,https://pcmap.place.naver.com/restaurant/19344988/review/visitor#
1417,1418,GS25연동바다점,휴게음식점,편의점,제주특별자치도 제주시 연동 261-39번지 ,https://pcmap.place.naver.com/restaurant/17017273/review/visitor#
1418,1419,씨유도두항점,휴게음식점,편의점,제주특별자치도 제주시 도두일동 2625-1번지 ,https://pcmap.place.naver.com/restaurant/16810255/review/visitor#
1419,1420,파스쿠찌용담해안도로점,휴게음식점,커피숍,제주특별자치도 제주시 용담삼동 2319-1번지 ,https://pcmap.place.naver.com/restaurant/33647361/review/visitor#
1420,1421,씨유노형아이파크점,휴게음식점,편의점,제주특별자치도 제주시 노형동 3785-4번지 ,https://pcmap.place.naver.com/restaurant/36605878/review/visitor#
1421,1422,소림김밥,휴게음식점,일반조리판매,제주특별자치도 제주시 연동 1498번지 ,https://pcmap.place.naver.com/restaurant/16844134/review/visitor#
1422,1423,소풍이야기,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 하귀2리 2842-7번지 하귀민박주택 소풍A ,https://pcmap.place.naver.com/restaurant/33109149/review/visitor#
1423,1424,청춘다방,휴게음식점,커피숍,제주특별자치도 제주시 연동 311-17번지 ,https://pcmap.place.naver.com/restaurant/1914713206/review/visitor#
1424,1425,씨유한동교차로점,휴게음식점,편의점,제주특별자치도 제주시 구좌읍 한동리 1139-12번지 ,https://pcmap.place.naver.com/restaurant/1143497896/review/visitor#
1425,1426,미쿠니,휴게음식점,커피숍,제주특별자치도 제주시 삼양일동 1779번지 ,https://pcmap.place.naver.com/restaurant/1887250307/review/visitor#
1426,1427,담앙족욕까페,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 한경면 저지리 2848-2번지 ,https://pcmap.place.naver.com/restaurant/1406194842/review/visitor#
1427,1428,비아판포,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 한경면 판포리 1323번지 ,https://pcmap.place.naver.com/restaurant/1652151401/review/visitor#
1428,1429,씨유제주논스톱점,휴게음식점,편의점,제주특별자치도 제주시 애월읍 신엄리 1251-1번지 ,https://pcmap.place.naver.com/restaurant/1647939823/review/visitor#
1429,1430,마니족욕까페,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 구좌읍 월정리 902-1번지 ,https://pcmap.place.naver.com/restaurant/1243617373/review/visitor#
1430,1431,플랫172,휴게음식점,커피숍,제주특별자치도 제주시 도평동 740-1번지 ,https://pcmap.place.naver.com/restaurant/457782879/review/visitor#
1431,1432,헬로남생이,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 신촌리 2493-1 ,https://pcmap.place.naver.com/restaurant/921352039/review/visitor#
1432,1433,빠리분식,휴게음식점,일반조리판매,제주특별자치도 제주시 용담이동 357-33번지 ,https://pcmap.place.naver.com/restaurant/19646393/review/visitor#
1433,1434,카페띠아모제주대점,휴게음식점,커피숍,제주특별자치도 제주시 아라이동 35-22번지 ,https://pcmap.place.naver.com/restaurant/16774045/review/visitor#
1434,1435,아날로그감귤밭,휴게음식점,커피숍,제주특별자치도 제주시 해안동 2463번지 ,https://pcmap.place.naver.com/restaurant/37072419/review/visitor#
1435,1436,씨유제주뜨란채점,휴게음식점,일반조리판매,제주특별자치도 제주시 노형동 2583-1번지 뜨란채 상가동 101호,https://pcmap.place.naver.com/restaurant/20146695/review/visitor#
1436,1437,씨유제주제성점,휴게음식점,편의점,제주특별자치도 제주시 연동 2442번지 ,https://pcmap.place.naver.com/restaurant/36605881/review/visitor#
1437,1438,지에스25제주용흥점,휴게음식점,편의점,제주특별자치도 제주시 용담이동 359-60번지 ,https://pcmap.place.naver.com/restaurant/37307965/review/visitor#
1438,1439,모나미카페(monami cafe),휴게음식점,커피숍,제주특별자치도 제주시 노형동 933-15번지 ,https://pcmap.place.naver.com/restaurant/1565109901/review/visitor#
1439,1440,까사돌,휴게음식점,커피숍,제주특별자치도 제주시 이도일동 1387-2 ,https://pcmap.place.naver.com/restaurant/36356463/review/visitor#
1440,1441,카페힐섬2020,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 조천리 1209-8번지 ,https://pcmap.place.naver.com/restaurant/1699019144/review/visitor#
1441,1442,제주메이플호텔,휴게음식점,일반조리판매,제주특별자치도 제주시 노형동 912-12번지 ,https://pcmap.place.naver.com/restaurant/38495450/review/visitor#
1442,1443,춤추는왕만두외도점,휴게음식점,패스트푸드,제주특별자치도 제주시 외도일동 498-6번지 ,https://pcmap.place.naver.com/restaurant/1397273581/review/visitor#
1443,1444,빈파일럿커피,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 노형동 3813-6번지 ,https://pcmap.place.naver.com/restaurant/1178161921/review/visitor#
1444,1445,내가만든미케익제주점,휴게음식점,커피숍,제주특별자치도 제주시 이도일동 1774-10번지 ,https://pcmap.place.naver.com/restaurant/34135444/review/visitor#
1445,1446,지에스25함덕코업시티점,휴게음식점,편의점,제주특별자치도 제주시 조천읍 함덕리 1010 ,https://pcmap.place.naver.com/restaurant/38344347/review/visitor#
1446,1447,동부마지막휴게마트,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 조천읍 북촌리 1862번지 ,https://pcmap.place.naver.com/restaurant/1653021410/review/visitor#
1447,1448,스테이굿무드,휴게음식점,커피숍,제주특별자치도 제주시 용담일동 252-13번지 ,https://pcmap.place.naver.com/restaurant/401365939/review/visitor#
1448,1449,예랑커피하우스,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 조천리 803-1번지 ,https://pcmap.place.naver.com/restaurant/37663473/review/visitor#
1449,1450,펭귄부인,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 1990-9 ,https://pcmap.place.naver.com/restaurant/37916017/review/visitor#
1450,1451,지에스25도남점,휴게음식점,편의점,제주특별자치도 제주시 도남동 68-8번지 ,https://pcmap.place.naver.com/restaurant/37817747/review/visitor#
1451,1452,친절한비자씨,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 평대리 3164번지 ,https://pcmap.place.naver.com/restaurant/1668958185/review/visitor#
1452,1453,쿸쿸제과,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 삼도일동 305-130 ,https://pcmap.place.naver.com/restaurant/1721130288/review/visitor#
1453,1454,지에스제주연문점,휴게음식점,편의점,제주특별자치도 제주시 노형동 1023-4번지 ,https://pcmap.place.naver.com/restaurant/37308704/review/visitor#
1454,1455,투썸플레이스라온명품관점,휴게음식점,커피숍,제주특별자치도 제주시 한림읍 협재리 2843번지 ,https://pcmap.place.naver.com/restaurant/36948882/review/visitor#
1455,1456,힐록,휴게음식점,커피숍,제주특별자치도 제주시 노형동 3801-16 ,https://pcmap.place.naver.com/restaurant/1938795233/review/visitor#
1456,1457,플레이스꽃섬,휴게음식점,커피숍,제주특별자치도 제주시 노형동 571-5 ,https://pcmap.place.naver.com/restaurant/1486402714/review/visitor#
1457,1458,제주한치빵우도점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 우도면 연평리 1200-7번지 ,https://pcmap.place.naver.com/restaurant/1672056904/review/visitor#
1458,1459,서희원꼬지닷컴제주삼성점,휴게음식점,일반조리판매,제주특별자치도 제주시 이도일동 1650-4번지 외 4필지 장원월드컵아파트 103호,https://pcmap.place.naver.com/restaurant/21169556/review/visitor#
1459,1460,제주커피집심심,휴게음식점,커피숍,제주특별자치도 제주시 노형동 3800-13번지 ,https://pcmap.place.naver.com/restaurant/1671390827/review/visitor#
1460,1461,지에스25이호현사점,휴게음식점,편의점,제주특별자치도 제주시 이호일동 1790번지 ,https://pcmap.place.naver.com/restaurant/1869841795/review/visitor#
1461,1462,커피아리움,휴게음식점,커피숍,제주특별자치도 제주시 노형동 1282-2번지 ,https://pcmap.place.naver.com/restaurant/1664469208/review/visitor#
1462,1463,씨유제주무수천점,휴게음식점,편의점,제주특별자치도 제주시 애월읍 광령리 53-1 ,https://pcmap.place.naver.com/restaurant/786460210/review/visitor#
1463,1464,제주몹시,휴게음식점,커피숍,제주특별자치도 제주시 외도이동 319-1 ,https://pcmap.place.naver.com/restaurant/226560196/review/visitor#
1464,1465,카치토,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 노형동 699-6번지 ,https://pcmap.place.naver.com/restaurant/417917665/review/visitor#
1465,1466,놀멍뛰멍,휴게음식점,일반조리판매,제주특별자치도 제주시 한림읍 한림리 1252-7번지 ,https://pcmap.place.naver.com/restaurant/36284460/review/visitor#
1466,1467,봉쉡망고월정점,휴게음식점,일반조리판매,제주특별자치도 제주시 구좌읍 월정리 541번지 ,https://pcmap.place.naver.com/restaurant/1020179153/review/visitor#
1467,1468,벌툰제주본점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 연동 251-8번지 뉴제원 ,https://pcmap.place.naver.com/restaurant/1662461646/review/visitor#
1468,1469,나무물꼬기,휴게음식점,커피숍,제주특별자치도 제주시 일도이동 72-2번지 ,https://pcmap.place.naver.com/restaurant/16695961/review/visitor#
1469,1470,모뉴에트,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 구좌읍 종달리 748번지 ,https://pcmap.place.naver.com/restaurant/1209627223/review/visitor#
1470,1471,씨유제주화북진남점,휴게음식점,편의점,제주특별자치도 제주시 화북일동 1930번지 ,https://pcmap.place.naver.com/restaurant/35743413/review/visitor#
1471,1472,파파사이트,휴게음식점,커피숍,제주특별자치도 제주시 한림읍 월림리 115-185번지 ,https://pcmap.place.naver.com/restaurant/33209973/review/visitor#
1472,1473,콩쥐살쥐,휴게음식점,커피숍,제주특별자치도 제주시 애월읍 수산리 976번지 ,https://pcmap.place.naver.com/restaurant/34666577/review/visitor#
1473,1474,세븐일레븐화북진남점,휴게음식점,편의점,제주특별자치도 제주시 화북일동 1967-28번지 ,https://pcmap.place.naver.com/restaurant/1531363573/review/visitor#
1474,1475,지에스25도남성환점,휴게음식점,편의점,제주특별자치도 제주시 도남동 86-7번지 ,https://pcmap.place.naver.com/restaurant/37086062/review/visitor#
1475,1476,지에스25제대생활관,휴게음식점,편의점,제주특별자치도 제주시 아라일동 1 제주대학교 ,https://pcmap.place.naver.com/restaurant/37307966/review/visitor#
1476,1477,씨유제주삼성점,휴게음식점,편의점,제주특별자치도 제주시 이도일동 1260-13번지 ,https://pcmap.place.naver.com/restaurant/16702490/review/visitor#
1477,1478,GS한라수목원,휴게음식점,편의점,제주특별자치도 제주시 연동 978번지 ,https://pcmap.place.naver.com/restaurant/37307964/review/visitor#
1478,1479,모란뉴다방,휴게음식점,다방,제주특별자치도 제주시 이도일동 1789-5번지 ,https://pcmap.place.naver.com/restaurant/1156445323/review/visitor#
1479,1480,카페삼오삼오쩜일,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 함덕리 3535-1번지 (외1필지) ,https://pcmap.place.naver.com/restaurant/36831112/review/visitor#
1480,1481,씨유제주은남점,휴게음식점,편의점,제주특별자치도 제주시 연동 292-95번지 ,https://pcmap.place.naver.com/restaurant/16838903/review/visitor#
1481,1482,이성필커피,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 1772-3번지 ,https://pcmap.place.naver.com/restaurant/20264198/review/visitor#
1482,1483,수정과차,휴게음식점,커피숍,제주특별자치도 제주시 구좌읍 행원리 1457번지 ,https://pcmap.place.naver.com/restaurant/1801241926/review/visitor#
1483,1484,씨유제주서광점,휴게음식점,편의점,제주특별자치도 제주시 삼도일동 572-10번지 ,https://pcmap.place.naver.com/restaurant/16725890/review/visitor#
1484,1485,애조로휴게소,휴게음식점,편의점,제주특별자치도 제주시 애월읍 광령리 3676-1번지 1층 ,https://pcmap.place.naver.com/restaurant/30813185/review/visitor#
1485,1486,지에스25동광로점,휴게음식점,편의점,제주특별자치도 제주시 이도이동 1176-23번지 ,https://pcmap.place.naver.com/restaurant/16713909/review/visitor#
1486,1487,씨유제주대유대림점,휴게음식점,편의점,제주특별자치도 제주시 일도이동 113-8번지 ,https://pcmap.place.naver.com/restaurant/37107932/review/visitor#
1487,1488,클라우드나인커피,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 1767-1번지 1~2층 ,https://pcmap.place.naver.com/restaurant/38521337/review/visitor#
1488,1489,교래옹달샘,휴게음식점,일반조리판매,제주특별자치도 제주시 조천읍 교래리 431번지 ,https://pcmap.place.naver.com/restaurant/78810406/review/visitor#
1489,1490,씨유제주신엄점,휴게음식점,편의점,제주특별자치도 제주시 애월읍 신엄리 2791 ,https://pcmap.place.naver.com/restaurant/711834407/review/visitor#
1490,1491,전농로일공일,휴게음식점,커피숍,제주특별자치도 제주시 삼도이동 300-17번지 삼도골드빌1차 ,https://pcmap.place.naver.com/restaurant/1883877997/review/visitor#
1491,1492,제대김밥,휴게음식점,일반조리판매,제주특별자치도 제주시 아라일동 362-80번지 ,https://pcmap.place.naver.com/restaurant/1546437247/review/visitor#
1492,1493,지에스25제주도청점,휴게음식점,편의점,제주특별자치도 제주시 연동 301-10번지 ,https://pcmap.place.naver.com/restaurant/16847894/review/visitor#
1493,1494,달콤아재,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 우도면 연평리 1290-1번지 ,https://pcmap.place.naver.com/restaurant/1497457696/review/visitor#
1494,1495,제주시니어클럽살레,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 오라이동 656-9 시니어클럽하우스 ,https://pcmap.place.naver.com/restaurant/1650096207/review/visitor#
1495,1496,온에어PC방제주본점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 연동 251-7번지 ,https://pcmap.place.naver.com/restaurant/806297391/review/visitor#
1496,1497,에코랜드에코로드카페,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 교래리 385-1 다목적휴게소8(1층) ,https://pcmap.place.naver.com/restaurant/20104171/review/visitor#
1497,1498,호봉토스트화북점,휴게음식점,패스트푸드,제주특별자치도 제주시 화북일동 1986번지 ,https://pcmap.place.naver.com/restaurant/1420266940/review/visitor#
1498,1499,카페킹,휴게음식점,커피숍,제주특별자치도 제주시 오라이동 966-1 ,https://pcmap.place.naver.com/restaurant/1005703538/review/visitor#
1499,1500,호봉토스트법원점,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 1027번지 (1층) ,https://pcmap.place.naver.com/restaurant/1622158600/review/visitor#
1500,1501,고스란히,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 2031-10번지 ,https://pcmap.place.naver.com/restaurant/36531876/review/visitor#
1501,1502,씨유제주대박점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 애월읍 하귀2리 1675번지 ,https://pcmap.place.naver.com/restaurant/1136296090/review/visitor#
1502,1503,씨유중앙여고후문점,휴게음식점,편의점,제주특별자치도 제주시 이도이동 1974-13번지 ,https://pcmap.place.naver.com/restaurant/21761608/review/visitor#
1503,1504,교래뜰,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 교래리 667번지 ,https://pcmap.place.naver.com/restaurant/35532461/review/visitor#
1504,1505,지에스25용담전망대점,휴게음식점,편의점,제주특별자치도 제주시 용담삼동 2400번지 ,https://pcmap.place.naver.com/restaurant/1569459591/review/visitor#
1505,1506,젤라또스팟제주,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 한경면 저지리 24-4번지 ,https://pcmap.place.naver.com/restaurant/1435032747/review/visitor#
1506,1507,용가리는와플도둑,휴게음식점,패스트푸드,제주특별자치도 제주시 일도이동 377-23번지 ,https://pcmap.place.naver.com/restaurant/1852252550/review/visitor#
1507,1508,GS제주용화점,휴게음식점,편의점,제주특별자치도 제주시 용담이동 629-5번지 ,https://pcmap.place.naver.com/restaurant/32507105/review/visitor#
1508,1509,주스마심,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 교래리 491 ,https://pcmap.place.naver.com/restaurant/1817052845/review/visitor#
1509,1510,커피림,휴게음식점,커피숍,제주특별자치도 제주시 연동 1315번지 ,https://pcmap.place.naver.com/restaurant/33770744/review/visitor#
1510,1511,주먹이네,휴게음식점,일반조리판매,제주특별자치도 제주시 이도이동 1974-13번지 (1층) ,https://pcmap.place.naver.com/restaurant/30835044/review/visitor#
1511,1512,트라인,휴게음식점,커피숍,제주특별자치도 제주시 조천읍 와흘리 1908번지 ,https://pcmap.place.naver.com/restaurant/1230534126/review/visitor#
1512,1513,지에스25도남사거리점,휴게음식점,편의점,제주특별자치도 제주시 도남동 86번지 ,https://pcmap.place.naver.com/restaurant/1177417828/review/visitor#
1513,1514,지에스25해도점,휴게음식점,편의점,제주특별자치도 제주시 애월읍 하귀1리 551번지 ,https://pcmap.place.naver.com/restaurant/1658206529/review/visitor#
1514,1515,모리노코에,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 2042-1번지 (1층) ,https://pcmap.place.naver.com/restaurant/21762635/review/visitor#
1515,1516,서부관광휴게마트,휴게음식점,일반조리판매,제주특별자치도 제주시 해안동 2369-1번지 ,https://pcmap.place.naver.com/restaurant/16857036/review/visitor#
1516,1517,카페빠네띠에,휴게음식점,커피숍,제주특별자치도 제주시 이도이동 1959-1 ,https://pcmap.place.naver.com/restaurant/32568715/review/visitor#
1517,1518,커피방아,휴게음식점,커피숍,제주특별자치도 제주시 용담일동 144-3번지 ,https://pcmap.place.naver.com/restaurant/37286359/review/visitor#
1518,1519,씨유국제대학점,휴게음식점,편의점,제주특별자치도 제주시 영평동 2235번지 ,https://pcmap.place.naver.com/restaurant/31030961/review/visitor#
1519,1520,세븐일레븐제주도남대로점,휴게음식점,편의점,제주특별자치도 제주시 도남동 59-7번지 ,https://pcmap.place.naver.com/restaurant/21758370/review/visitor#
1520,1521,모닥치기2호점,휴게음식점,일반조리판매,제주특별자치도 제주시 이도이동 1064-4번지 ,https://pcmap.place.naver.com/restaurant/1888871319/review/visitor#
1521,1522,카페이안갤러리,휴게음식점,커피숍,제주특별자치도 제주시 영평동 2170-2번지 ,https://pcmap.place.naver.com/restaurant/67352767/review/visitor#
1522,1523,무인카페치올라,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 아라일동 2612-13번지 ,https://pcmap.place.naver.com/restaurant/1662444513/review/visitor#
1523,1524,맛짱김밥동문점,휴게음식점,일반조리판매,제주특별자치도 제주시 일도일동 1069-6번지 ,https://pcmap.place.naver.com/restaurant/16684198/review/visitor#
1524,1525,카페퐁낭,휴게음식점,커피숍,제주특별자치도 제주시 봉개동 237-2번지 ,https://pcmap.place.naver.com/restaurant/1657149072/review/visitor#
1525,1526,띠띠빵빵,휴게음식점,커피숍,제주특별자치도 제주시 우도면 연평리 132 ,https://pcmap.place.naver.com/restaurant/36646978/review/visitor#
1526,1527,아따블르,휴게음식점,일반조리판매,제주특별자치도 제주시 조천읍 북촌리 583-1번지 ,https://pcmap.place.naver.com/restaurant/37800908/review/visitor#
1527,1528,지에스25노형사랑점,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 노형동 2536-7번지 ,https://pcmap.place.naver.com/restaurant/32159152/review/visitor#
1528,1529,맛짱맛,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 조천읍 함덕리 1277번지 ,https://pcmap.place.naver.com/restaurant/16885194/review/visitor#
1529,1530,세원다방,휴게음식점,다방,제주특별자치도 제주시 구좌읍 세화리 1521-11 ,https://pcmap.place.naver.com/restaurant/1934475404/review/visitor#
1530,1531,과즙팡팡,휴게음식점,커피숍,제주특별자치도 제주시 삼도일동 519-12번지 ,https://pcmap.place.naver.com/restaurant/1384916686/review/visitor#
1531,1532,용두암해수랜드2층매점,휴게음식점,일반조리판매,제주특별자치도 제주시 용담삼동 1006-3번지 ,https://pcmap.place.naver.com/restaurant/1175110235/review/visitor#
1532,1533,지에스25제주유정점,휴게음식점,편의점,제주특별자치도 제주시 삼도일동 574-24번지 ,https://pcmap.place.naver.com/restaurant/32040880/review/visitor#
1533,1534,소양글멋그리기,휴게음식점,기타 휴게음식점,제주특별자치도 제주시 화북일동 1948-3번지 해성원룸 ,https://pcmap.place.naver.com/restaurant/1715573554/review/visitor#
1534,1535,지에스25제주광양점,휴게음식점,편의점,제주특별자치도 제주시 이도이동 1772-23 ,https://pcmap.place.naver.com/restaurant/1254601134/review/visitor#
