,name,address
1016798,옛날통닭성산점,제주특별자치도 서귀포시 성산읍 고성동서로56번길 12-1
1016954,달마식당,제주특별자치도 서귀포시 성산읍 서성일로 637
1016960,썬라이즈135,제주특별자치도 서귀포시 성산읍 시흥상동로 135
1017556,마가리따은혜씨,"제주특별자치도 서귀포시 성산읍 일출로 258-11, 2층"
1018840,말랑제주,제주특별자치도 서귀포시 서호로 22-1 (호근동)
1018910,통족서홍점,"제주특별자치도 서귀포시 중앙로 199, 1층 13,14호 (서홍동)"
1018913,우뭇개일번지,제주특별자치도 서귀포시 성산읍 일출로 288
1019121,고집돌우럭 중문점,"제주특별자치도 서귀포시 일주서로 879, 2층 (색달동)"
1031161,오르다,"제주특별자치도 서귀포시 성산읍 한도로 269-37, 1,2층"
1033077,나영이네,제주특별자치도 서귀포시 동홍남로 54 (동홍동)
1033095,태성흑돈,"제주특별자치도 서귀포시 칠십리로 47, 1층 (서귀동)"
1033195,남원수제돈까스,제주특별자치도 서귀포시 남원읍 남한로 10-1
1033313,병천한가네순대국밥,제주특별자치도 서귀포시 중산간동로 8359 (서호동)
1033455,빛나네,제주특별자치도 서귀포시 강정통물로 101 (강정동)
1033464,해월향,제주특별자치도 서귀포시 성산읍 고성오조로 33
1033528,돈사돈중문점,제주특별자치도 서귀포시 천제연로 264-1 (중문동)
1034138,공새미59,제주특별자치도 서귀포시 남원읍 공천포로 59-1
1034470,보람식당,제주특별자치도 서귀포시 성산읍 일주동로 4697
1034530,황토기와집,제주특별자치도 서귀포시 일주서로 1102 (상예동)
1034680,모메든식당,제주특별자치도 서귀포시 일주서로 508 (하원동)
1035564,간이옥돔역,제주특별자치도 서귀포시 남원읍 남태해안로 484
1035616,철따라어시장,제주특별자치도 서귀포시 동홍남로 45 (동홍동)
1035619,푸짐한식당,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 5
1035671,신미네,제주특별자치도 서귀포시 동홍동로 44 (동홍동)
1035707,늘예솔,제주특별자치도 서귀포시 성산읍 일주동로 5335
1035831,숯검댕이2호점,제주특별자치도 서귀포시 천지로 6 (서귀동)
1035861,맨도롱해장국,제주특별자치도 서귀포시 태평로353번길 11 (서귀동)
1036377,운하반점,제주특별자치도 서귀포시 중앙로72번길 8-1 (서귀동)
1036421,신나라,제주특별자치도 서귀포시 천지로 6 (서귀동)
1036448,돈사향서귀포점,"제주특별자치도 서귀포시 천지로 20, 1층 (서귀동)"
1036580,인생극장동홍점,"제주특별자치도 서귀포시 동홍중앙로66번길 30-7, 1층 (동홍동)"
1036607,삼수갑산,제주특별자치도 서귀포시 남원읍 중산간동로 7123
1036616,수눌음,제주특별자치도 제주시 애월읍 구엄길 3
1057280,쉬다가게,"제주특별자치도 제주시 애월읍 구엄길 66, 1층"
1064864,해밀,"제주특별자치도 제주시 애월읍 광상로 272, 1층"
1076960,소낭밭,"제주특별자치도 제주시 애월읍 곽지11길 15-6, 곽지해수욕장 내"
1080608,황구네,제주특별자치도 제주시 애월읍 구엄동1길 12
1080632,공산명월,"제주특별자치도 제주시 애월읍 광령평화3길 18, 1층"
1080756,장전반점,"제주특별자치도 제주시 애월읍 하소로 373, 1층"
1080828,알프스인소길,"제주특별자치도 제주시 애월읍 소길남길 22, 1층"
1080890,36.5도여름,"제주특별자치도 제주시 애월읍 애납로 165, 1층"
1080960,더더,"제주특별자치도 제주시 애월읍 엄장로 16, 1층"
1081010,호탕,"제주특별자치도 제주시 애월읍 애월로8길 8, 1층"
1081164,프라이드프라이드하귀점,"제주특별자치도 제주시 애월읍 하광로 53, 1층"
1081174,고이정,"제주특별자치도 제주시 애월읍 애월로 6, A동 1층"
1084346,당당,제주특별자치도 제주시 애월읍 중엄안1길 25
1084956,하르방짬뽕,"제주특별자치도 제주시 애월읍 하귀동남4길 4, 1층"
1086576,돌담위에흑돼지,"제주특별자치도 제주시 애월읍 애월해안로 608, 1층"
1086806,소담키친,"제주특별자치도 제주시 애월읍 항몽로 34, 1층"
1086814,애월연어,"제주특별자치도 제주시 애월읍 하소로 660, 1층"
1087364,브루클린,"제주특별자치도 제주시 애월읍 신엄연대길 30, 1층"
1088260,옛날아우내순대,"제주특별자치도 제주시 애월읍 애월해안로 960, 1층"
1088400,주민상회애월점,"제주특별자치도 제주시 애월읍 애원로 5, 1층"
1088404,인디언썸머,"제주특별자치도 제주시 애월읍 애월로4길 9, 1층"
1088596,그집,제주특별자치도 제주시 애월읍 애월해안로 906
1089028,교촌치킨외도하귀점,"제주특별자치도 제주시 애월읍 하귀9길 56, 1층"
1089150,일품물항아리,"제주특별자치도 제주시 애월읍 하귀9길 23, 1층"
1089154,안트레오젠,"제주특별자치도 제주시 애월읍 곽지1길 16, 1층"
1089278,광성로255,"제주특별자치도 제주시 애월읍 광성로 255, 1층"
1089282,뜨레솥밥,"제주특별자치도 제주시 애월읍 평화로 2556, 1층"
1089334,소나이포차,"제주특별자치도 제주시 애월읍 곽지5길 21, 써니빌 1층"
1089340,포구횟집,제주특별자치도 제주시 애월읍 가문동길 43
1090356,솔도토종닭,제주특별자치도 제주시 애월읍 화전길 271
1090358,간장을품은소라게,제주특별자치도 제주시 애월읍 하귀미수포길 4
1091168,오조,"제주특별자치도 제주시 애월읍 하귀9길 34, 2층"
1091328,청춘해장국,"제주특별자치도 제주시 애월읍 일주서로 6372, 1층"
1091382,돌빌레,제주특별자치도 제주시 애월읍 구엄4길 48
1091430,해변,제주특별자치도 제주시 애월읍 애월해안로 90
1091918,태공식당,제주특별자치도 제주시 애월읍 애월로11길 7
1092066,춘하추동,제주특별자치도 제주시 애월읍 천덕로 440-17
1092266,한담의바다풍경,제주특별자치도 제주시 애월읍 애월로1길 26-3
1092346,한일식당,제주특별자치도 제주시 애월읍 납읍남로 48
1092562,구이사이,제주특별자치도 제주시 애월읍 신엄9길 2
1092884,맨도롱밥집,제주특별자치도 제주시 애월읍 하소로 361
1092912,금산식당,제주특별자치도 제주시 애월읍 납읍로 6
1092914,애파소,제주특별자치도 제주시 애월읍 애월로 118
1092984,안동본가국밥관광대점,제주특별자치도 제주시 애월읍 평화로 2727
1093010,하귀로30번가,"제주특별자치도 제주시 애월읍 하귀로 30, 1층"
1093012,왔다식당,제주특별자치도 제주시 애월읍 하귀로 79
1093016,하루방흑돼지촌,제주특별자치도 제주시 애월읍 애월해안로 941
1093030,하귀가마솥순대국,제주특별자치도 제주시 애월읍 하귀로 62
1093098,은성,제주특별자치도 제주시 애월읍 하귀로23길 1
1094058,바다사랑추억,제주특별자치도 제주시 애월읍 애월해안로 869
1094160,권여사또바기,"제주특별자치도 제주시 애월읍 하가로 157, 1층"
1094172,페리카나 애월체인점,제주특별자치도 제주시 애월읍 애월로 117
1094190,또나게,"제주특별자치도 제주시 애월읍 하귀동남1길 57, 1층"
1094196,가담국수하귀점,"제주특별자치도 제주시 애월읍 하귀동남3길 44, 1층"
1094218,컨플루언스,"제주특별자치도 제주시 애월읍 곽지남3길 14, 1층"
1094670,소소,"제주특별자치도 제주시 애월읍 소길남길 190-20, 1층"
1095606,헤이브로,"제주특별자치도 제주시 애월읍 일주서로 6040, 1층"
1095878,애월빵공장앤카페,"제주특별자치도 제주시 애월읍 금성5길 42-15, 1,2층"
1097574,버거아일랜드,"제주특별자치도 제주시 애월읍 애월로 118, 1층"
1097602,애월짬짜미,"제주특별자치도 제주시 애월읍 애월해안로 30, 1층"
1097870,썬셋클리프,"제주특별자치도 제주시 애월읍 애월로1길 19-8, 1,2층"
1098348,황금가마솥밥,"제주특별자치도 제주시 애월읍 일주서로 6015, 1층"
1101036,한라봉스시,"제주특별자치도 제주시 애월읍 애월북서길 54, 2층"
1102182,보말보말,"제주특별자치도 제주시 애월읍 애월로 57, 1층"
1102448,제이제이그랑블루,"제주특별자치도 제주시 애월읍 일주서로 6113, 1층"
1102708,드렁큰디제이,"제주특별자치도 제주시 애월읍 가문동길 41-2, 1층"
1102830,우영담,제주특별자치도 제주시 애월읍 애월로 86
1103592,마레벤또,"제주특별자치도 제주시 애월읍 애월로1길 10, 1층"
1103746,레드클레이,"제주특별자치도 제주시 애월읍 신상로 266, D동 1층"
1103786,제주광해애월점,"제주특별자치도 제주시 애월읍 애월해안로 867, 2층"
1105712,약선명가,제주특별자치도 제주시 애월읍 하광로 2
1105734,일일오팔족욕카페,"제주특별자치도 제주시 애월읍 애월해안로 230, 2층"
1105860,탐라는족족,제주특별자치도 제주시 애월읍 애원로 5
1105888,피노,"제주특별자치도 제주시 애월읍 유수암로 103, 1층"
1105928,한담가든,제주특별자치도 제주시 애월읍 애월로1길 4
1106432,고내촌한정식,"제주특별자치도 제주시 애월읍 고내로13길 73, 1층"
1107632,아르본리조트,제주특별자치도 제주시 애월읍 평화로 2482
1107634,비에이치씨애월점,"제주특별자치도 제주시 애월읍 애월로 126, 1층"
1108242,정직한돈,"제주특별자치도 제주시 애월읍 애월해안로 253, 1층"
1110494,아카시아,"제주특별자치도 제주시 애월읍 하귀2길 56, 1층"
1111878,과오름해장국,"제주특별자치도 제주시 애월읍 일주서로 6078, 1층"
1111890,리즈스테이크갤러리애월한담점,"제주특별자치도 제주시 애월읍 일주서로 6158, 가동 1층"
1111892,집30다시8,"제주특별자치도 제주시 애월읍 하귀7길 30-8, 2층"
1111900,소소한담,"제주특별자치도 제주시 애월읍 일주서로 6691, 1층"
1112460,휴먼시아가마솥순대국,"제주특별자치도 제주시 애월읍 하광로 51, 1층"
1112474,아라,"제주특별자치도 제주시 애월읍 애월해안로 394, 4층"
1113230,바다보는날,제주특별자치도 제주시 애월읍 애월해안로 722
1113654,인디언키친,"제주특별자치도 제주시 애월읍 애원로 191, 1층"
1114248,유수암식당,제주특별자치도 제주시 애월읍 유수암로 2
1114256,유수암돌판구이,"제주특별자치도 제주시 애월읍 유수암로 224, 1층"
1114266,바우네나주곰탕애월점,제주특별자치도 제주시 애월읍 평화로 2369
1114304,골목카페옥수,"제주특별자치도 제주시 애월읍 소길1길 19, 1층"
1114530,흑돼지가노는집,제주특별자치도 제주시 애월읍 하귀로 118
1114694,제주클레르드륀,"제주특별자치도 제주시 애월읍 고내로11길 14, 1층"
1115432,트라이던트,"제주특별자치도 제주시 애월읍 애월로 44, 1층"
1115464,도치돌가든,제주특별자치도 제주시 애월읍 천덕로 440-1
1115928,목커리해물칼국수,"제주특별자치도 제주시 애월읍 일주서로 6365, 1층"
1116000,비에이치씨제주하귀점,"제주특별자치도 제주시 애월읍 하귀동남3길 2, 1층"
1116062,동귀포구식당,"제주특별자치도 제주시 애월읍 하귀14길 4, 2층"
