Column1,name,address
1529509,돈대표,"제주특별자치도 제주시 조천읍 함덕로 20, 1층"
1529907,24시누름돌김치찌개,"제주특별자치도 제주시 노연로 146, 1층 (연동)"
1529990,이돈갓아라점,"제주특별자치도 제주시 인다10길 36, 2층 (아라일동)"
1530198,바삭돈가스삼화점,"제주특별자치도 제주시 화삼로 7, 티엠빌딩 3층 301호 (화북일동)"
1530211,제주마당,"제주특별자치도 제주시 도리로 50, 2층 (이호일동)"
1531615,미연이네집,"제주특별자치도 제주시 삼무로7길 34, 삼무주택 1층 (연동)"
1531616,영화루,"제주특별자치도 제주시 사장길 15-1, 1층 (연동)"
1531696,맥주창고,"제주특별자치도 제주시 도남로 40, 1층 (도남동, 윤재연립)"
1531706,쉬멍해장국,"제주특별자치도 제주시 구남로4길 8-12, 1층 (이도이동)"
1531739,우도청정식당,"제주특별자치도 제주시 우도면 우도해안길 804, 1층"
1531761,사쿠라미치,"제주특별자치도 제주시 전농로 48-1, 1층 (삼도일동)"
1531768,하누가물애,"제주특별자치도 제주시 조천읍 중산간동로 669, 1층"
1532600,앤드앤드,"제주특별자치도 제주시 연동4길 28-16, 1층 102호 (연동, 뉴전원빌라)"
1532603,짱돌,"제주특별자치도 제주시 일주서로 7326, 1층 (외도일동)"
1532606,인추자커피앤민박,"제주특별자치도 제주시 추자면 추자로 20-1, 1층"
1532620,혜안,"제주특별자치도 제주시 해안마을10길 39, 1층 (해안동)"
1532733,수빈이네제주밥상,"제주특별자치도 제주시 사라봉7길 31-1, 1층 (건입동)"
1532742,돈삼겹직영5호점,"제주특별자치도 제주시 신설로9길 37, 지하1층 (이도이동)"
1532752,티엔미미,"제주특별자치도 제주시 연동4길 8, 1,2층 (연동)"
1532768,문전성시,"제주특별자치도 제주시 신성로13길 17-1, 1층 (이도이동)"
1532770,동문감자탕,"제주특별자치도 제주시 중앙로13길 25-2, 보인빌딩 1층 (일도일동)"
1532774,역전할머니맥주제주시청점,"제주특별자치도 제주시 광양8길 4, 1층 (이도이동)"
1532797,베드라디오,"제주특별자치도 제주시 중앙로1길 41-1, 1층 (건입동)"
1533142,커피베이노형점,"제주특별자치도 제주시 월랑로10길 23, 1층 (노형동)"
1533149,원스몰글라스,"제주특별자치도 제주시 서광로32길 27-3, 2층 (이도이동)"
1533158,제주울어멍김밥,"제주특별자치도 제주시 진군2길 17, 1층 (노형동)"
1533167,알작지,"제주특별자치도 제주시 내도3길 21, 1층 (내도동)"
1533190,미리로,"제주특별자치도 제주시 테우해안로 136, 2층 (이호일동)"
1533268,안녕전복,"제주특별자치도 제주시 관덕로 3, 1층 (삼도이동)"
1534956,삼양백년짜장,"제주특별자치도 제주시 설촌로12길 36, 1층 (삼양이동)"
1534992,다다미,"제주특별자치도 제주시 월랑로 30, 1층 2호 (노형동)"
1534997,플로리카페,"제주특별자치도 제주시 연신로 188-20, 누리힐 1층 (영평동)"
1535003,춘천명동닭갈비삼화점,"제주특별자치도 제주시 화삼로1길 16, 1층 (화북일동)"
1535068,제주김만복옛집,"제주특별자치도 제주시 서문로 70-1, 1~3층 (용담일동)"
1535078,지나네,"제주특별자치도 제주시 도공로 9-1, 1층 (도두일동)"
1535082,일품순두부함덕점,"제주특별자치도 제주시 조천읍 함와로 24, 1층"
1535278,질레,"제주특별자치도 제주시 사라봉13길 16, 1층 (건입동)"
1535300,예서갈비,"제주특별자치도 제주시 인다6길 57, 1층 (아라일동)"
1535302,가나포차,"제주특별자치도 제주시 신대로20길 46, 지하1층 (연동, 연동가나휘닉스1)"
1535303,아일랜드프로젝트,"제주특별자치도 제주시 전농로 29, 1층 (삼도일동)"
1535372,미화족발전문점,"제주특별자치도 제주시 진동로5길 31, 144호 (화북일동, 화북시장아파트)"
1535375,소동주막,"제주특별자치도 제주시 조천읍 함덕로 32, 2동 1층"
1535447,진식당,"제주특별자치도 제주시 도남로7길 30, 1층 (도남동)"
1535448,영도할배국밥,"제주특별자치도 제주시 삼성로 59, 1층 (일도이동)"
1535449,꼬지사께연동점,"제주특별자치도 제주시 국기로4길 1, 1층 (연동)"
1535456,꼬치에꼬치다,"제주특별자치도 제주시 서광로32길 16, 3층 (이도이동)"
1535457,영평가시나물마을회,"제주특별자치도 제주시 516로 2810-31, 양지공원 지하1층 (영평동)"
1535467,로즈타이거제주흙돼지,"제주특별자치도 제주시 천수로 52, 오성빌딩 1층 (일도이동)"
1535512,모스트펍,"제주특별자치도 제주시 원노형2길 29, 2층 (노형동)"
1535514,군산야식,"제주특별자치도 제주시 서사로 105, 1층 (삼도일동)"
1535517,옛날통닭닭치고족치고함덕점,"제주특별자치도 제주시 조천읍 함와로 54, 1층"
1535885,엘리펀트힙,"제주특별자치도 제주시 탑동로 20, 1층 (삼도이동)"
1535949,소확행,"제주특별자치도 제주시 동광로 12, 1층 (이도이동)"
1535973,뮤커피(mucoffee),"제주특별자치도 제주시 우정로15길 42-3, 1층 (외도일동)"
